,dbn,dbs,dsn,dss,dsst,dsal,dpo4,dchl,dfe
119,-0.033838615,0.053439666,0.02269689,4.24629e-11,7.2111516,0.040489197,-2.9927605e-08,-0.00653103,-2.8678643e-10
120,-0.031105846,0.05012822,0.02353029,4.230688e-11,7.1690965,0.012397766,-1.4426092e-07,-0.026227683,-3.12e-10
121,-0.032807052,0.048033774,0.02187965,4.009777e-11,7.1345863,-0.007282257,-1.7812255e-07,-0.020193666,-3.1578337e-10
122,-0.023808867,0.044628043,0.02539578,4.111046e-11,7.0653186,-0.020141602,-1.9327769e-07,-0.042229116,-3.1339634e-10
123,-0.013036683,0.037734106,0.032322094,4.2699927e-11,7.0554442,-0.026245117,-2.2056525e-07,-0.038048446,-3.141606e-10
124,-0.00036081672,0.0274991,0.04069951,4.256506e-11,7.0847297,-0.020046234,-1.7622284e-07,-0.054003507,-2.9136646e-10
125,0.007209994,0.008622044,0.044752546,3.7037585e-11,6.9364104,-0.0025138855,-1.0552162e-07,-0.08583039,-2.6600944e-10
126,-0.03808274,-2.5271165e-09,0.0043623745,1.2587431e-11,6.935305,0.06455994,-2.3879977e-08,-0.07727489,-2.2966234e-10
127,-0.03626535,-4.2328985e-10,0.010037832,1.9301841e-11,6.5903025,0.10079956,6.7966596e-08,-0.116318226,-2.262012e-10
128,0.070175,0.017101834,0.08859004,4.6340095e-11,7.398414,0.32351303,2.2312713e-07,-0.17550215,-2.434849e-10
129,0.15381978,0.04906906,0.09554778,6.504189e-11,6.417198,0.42177582,3.1957074e-07,-0.28109124,-2.9151773e-10
130,0.15738347,0.056705948,0.094979815,6.324492e-11,5.671874,0.36096573,3.1529106e-07,-0.15126178,-3.2973133e-10
131,0.15753496,0.057424214,0.09230254,5.7985346e-11,5.162264,0.2721634,2.0967622e-07,-0.15668541,-3.780279e-10
132,0.15890522,0.05597811,0.091532886,6.081344e-11,4.8335924,0.19607544,1.4860649e-07,-0.12455231,-3.8233267e-10
133,0.1607112,0.05515171,0.091333784,5.3789806e-11,4.568492,0.13254166,1.176727e-07,-0.2843769,-3.6822523e-10
134,0.15910897,0.0438556,0.090083815,5.7912605e-11,4.74623,0.120838165,1.3917548e-07,-0.29898524,-3.293847e-10
135,0.15554084,0.029069552,0.08837144,5.6728202e-11,5.1189003,0.13723373,1.0673341e-07,-0.08477798,-3.0917868e-10
136,0.1559639,0.027527297,0.089781456,5.8018246e-11,5.335804,0.14282608,7.7147774e-08,-0.17435342,-2.936598e-10
137,0.13035586,0.036400277,0.09239199,4.8052957e-11,5.2052565,0.09692383,6.624691e-08,-0.07872355,-2.8711197e-10
138,0.13930832,0.04988304,0.094632745,5.524362e-11,4.7697387,-0.01159668,-6.881919e-09,-0.11355102,-3.015916e-10
