Core,Latitude,Longitude,Water depth (m),Symbiosis,Spinose,Relative_Abundance
NEAP-03B,61.868,-23.942,1502,No,Yes,0.245
NEAP-03B,61.868,-23.942,1502,Yes,No,0.236
NEAP-03B,61.868,-23.942,1502,Yes,Yes,0.002
NEAP-04B,61.367,-24.172,1317,No,No,0.9700000000000002
NEAP-04B,61.367,-24.172,1317,No,Yes,0.226
NEAP-04B,61.367,-24.172,1317,Yes,No,0.215
NEAP-04B,61.367,-24.172,1317,Yes,Yes,0.002
NEAP-05B,61.075,-24.53,1826,No,No,0.932
NEAP-05B,61.075,-24.53,1826,No,Yes,0.272
NEAP-05B,61.075,-24.53,1826,Yes,No,0.2
NEAP-05B,61.075,-24.53,1826,Yes,Yes,0.016
NEAP-06B,61.222,-22.49,1866,No,No,1.019
NEAP-06B,61.222,-22.49,1866,No,Yes,0.214
NEAP-06B,61.222,-22.49,1866,Yes,No,0.23800000000000002
NEAP-06B,61.222,-22.49,1866,Yes,Yes,0
NEAP-07B,60.413,-23.645,1997,No,No,0.9790000000000001
NEAP-07B,60.413,-23.645,1997,No,Yes,0.281
NEAP-07B,60.413,-23.645,1997,Yes,No,0.193
NEAP-07B,60.413,-23.645,1997,Yes,Yes,0.003
NEAP-08B,59.742,-22.2,2649,No,No,0.9910000000000001
NEAP-08B,59.742,-22.2,2649,No,Yes,0.258
NEAP-08B,59.742,-22.2,2649,Yes,No,0.212
NEAP-08B,59.742,-22.2,2649,Yes,Yes,0
NEAP-09B,59.783,-23.923,2361,No,No,0.865
NEAP-09B,59.783,-23.923,2361,No,Yes,0.281
NEAP-09B,59.783,-23.923,2361,Yes,No,0.24900000000000003
NEAP-09B,59.783,-23.923,2361,Yes,Yes,0.002
NEAP-11B,59.792,-22.653,2484,No,No,0.7519999999999999
NEAP-11B,59.792,-22.653,2484,No,Yes,0.32899999999999996
NEAP-11B,59.792,-22.653,2484,Yes,No,0.23199999999999998
NEAP-11B,59.792,-22.653,2484,Yes,Yes,0.021
NEAP-12B,58.64,-23.993,2786,No,No,0.9209999999999999
NEAP-12B,58.64,-23.993,2786,No,Yes,0.23800000000000002
NEAP-12B,58.64,-23.993,2786,Yes,No,0.23
NEAP-12B,58.64,-23.993,2786,Yes,Yes,0.043
NEAP-13B,58.94,-24.4,2546,No,No,0.9690000000000001
NEAP-13B,58.94,-24.4,2546,No,Yes,0.191
NEAP-13B,58.94,-24.4,2546,Yes,No,0.215
NEAP-13B,58.94,-24.4,2546,Yes,Yes,0.012000000000000002
NEAP-14B,57.537,-24.72,2820,No,No,0.811
NEAP-14B,57.537,-24.72,2820,No,Yes,0.272
NEAP-14B,57.537,-24.72,2820,Yes,No,0.266
NEAP-14B,57.537,-24.72,2820,Yes,Yes,0
NEAP-15B,57.675,-25.64,2703,No,No,0.8910000000000001
NEAP-15B,57.675,-25.64,2703,No,Yes,0.23
NEAP-15B,57.675,-25.64,2703,Yes,No,0.269
NEAP-15B,57.675,-25.64,2703,Yes,Yes,0
NEAP-17B,56.17,-27.338,2734,No,No,0.774
NEAP-17B,56.17,-27.338,2734,No,Yes,0.28
NEAP-17B,56.17,-27.338,2734,Yes,No,0.22799999999999998
NEAP-17B,56.17,-27.338,2734,Yes,Yes,0
NEAP-18B,54.693,-28.35,2879,No,No,0.806
NEAP-18B,54.693,-28.35,2879,No,Yes,0.26
NEAP-18B,54.693,-28.35,2879,Yes,No,0.28600000000000003
NEAP-18B,54.693,-28.35,2879,Yes,Yes,0
NEAP-19B,52.765,-30.343,3283,No,No,0.8379999999999999
NEAP-19B,52.765,-30.343,3283,No,Yes,0.35200000000000004
NEAP-19B,52.765,-30.343,3283,Yes,No,0.21
NEAP-19B,52.765,-30.343,3283,Yes,Yes,0
NEAP-20B,42.488,-28.415,2878,No,No,0.601
NEAP-20B,42.488,-28.415,2878,No,Yes,0.22
NEAP-20B,42.488,-28.415,2878,Yes,No,0.23399999999999999
NEAP-20B,42.488,-28.415,2878,Yes,Yes,0.248
OD-041-04,84.103,11.19,3344,No,No,1.03
OD-041-04,84.103,11.19,3344,No,Yes,0
OD-041-04,84.103,11.19,3344,Yes,No,0
OD-041-04,84.103,11.19,3344,Yes,Yes,0
PS1229-1,75.837,11.527,2120,No,No,1.0190000000000001
PS1229-1,75.837,11.527,2120,No,Yes,0.005
PS1229-1,75.837,11.527,2120,Yes,No,0.003
PS1229-1,75.837,11.527,2120,Yes,Yes,0.004
PS1230-1,78.862,4.9042,1290,No,No,1.0090000000000001
PS1230-1,78.862,4.9042,1290,No,Yes,0
PS1230-1,78.862,4.9042,1290,Yes,No,0
PS1230-1,78.862,4.9042,1290,Yes,Yes,0
PS1231-2,79.233,-3.9867,1982,No,No,1.014
PS1231-2,79.233,-3.9867,1982,No,Yes,0.002
PS1231-2,79.233,-3.9867,1982,Yes,No,0
PS1231-2,79.233,-3.9867,1982,Yes,Yes,0
PS1232-1,79.032,-1.6225,2583,No,No,1
PS1232-1,79.032,-1.6225,2583,No,Yes,0
PS1232-1,79.032,-1.6225,2583,Yes,No,0
PS1232-1,79.032,-1.6225,2583,Yes,Yes,0
PS1235-1,78.868,1.3925,2485,No,No,1.003
PS1235-1,78.868,1.3925,2485,No,Yes,0
PS1235-1,78.868,1.3925,2485,Yes,No,0
PS1235-1,78.868,1.3925,2485,Yes,Yes,0
PS1238-1,66.993,7.7517,989,No,No,1.4609999999999999
PS1238-1,66.993,7.7517,989,No,Yes,0.044000000000000004
PS1238-1,66.993,7.7517,989,Yes,No,0.04800000000000001
PS1238-1,66.993,7.7517,989,Yes,Yes,0
PS1239-1,67.497,8.3577,1543,No,No,1.4720000000000002
PS1239-1,67.497,8.3577,1543,No,Yes,0.057999999999999996
PS1239-1,67.497,8.3577,1543,Yes,No,0.011000000000000001
PS1239-1,67.497,8.3577,1543,Yes,Yes,0.002
PS1241-1,68.301,3.641,1886,No,No,1.1789999999999998
PS1241-1,68.301,3.641,1886,No,Yes,0.049
PS1241-1,68.301,3.641,1886,Yes,No,0.027999999999999997
PS1241-1,68.301,3.641,1886,Yes,Yes,0
PS1243-1,69.376,-6.51,2711,No,No,1.0599999999999998
PS1243-1,69.376,-6.51,2711,No,Yes,0.002
PS1243-1,69.376,-6.51,2711,Yes,No,0.004
PS1243-1,69.376,-6.51,2711,Yes,Yes,0
PS1244-1,69.365,-8.6665,2147,No,No,1.004
PS1244-1,69.365,-8.6665,2147,No,Yes,0.004
PS1244-1,69.365,-8.6665,2147,Yes,No,0
PS1244-1,69.365,-8.6665,2147,Yes,Yes,0
PS1246-1,69.409,-12.92,1895,No,No,1.015
PS1246-1,69.409,-12.92,1895,No,Yes,0
PS1246-1,69.409,-12.92,1895,Yes,No,0
PS1246-1,69.409,-12.92,1895,Yes,Yes,0
PS1249-1,69.497,-19.47,856,No,No,1.015
PS1249-1,69.497,-19.47,856,No,Yes,0
PS1249-1,69.497,-19.47,856,Yes,No,0
PS1249-1,69.497,-19.47,856,Yes,Yes,0
PS1289-1,77.983,9.4167,616,No,No,1.0079999999999998
PS1289-1,77.983,9.4167,616,No,Yes,0.003
PS1289-1,77.983,9.4167,616,Yes,No,0
PS1289-1,77.983,9.4167,616,Yes,Yes,0
PS1290-3,78.05,8.725,1522,No,No,1.016
PS1290-3,78.05,8.725,1522,No,Yes,0.003
PS1290-3,78.05,8.725,1522,Yes,No,0
PS1290-3,78.05,8.725,1522,Yes,Yes,0
PS1291-3,78.067,8.0667,2408,No,No,1
PS1291-3,78.067,8.0667,2408,No,Yes,0
PS1291-3,78.067,8.0667,2408,Yes,No,0
PS1291-3,78.067,8.0667,2408,Yes,Yes,0
PS1292-3,77.997,7.4167,3538,No,No,1.003
PS1292-3,77.997,7.4167,3538,No,Yes,0
PS1292-3,77.997,7.4167,3538,Yes,No,0
PS1292-3,77.997,7.4167,3538,Yes,Yes,0
PS1293-3,77.998,6.685,2467,No,No,1.007
PS1293-3,77.998,6.685,2467,No,Yes,0
PS1293-3,77.998,6.685,2467,Yes,No,0
PS1293-3,77.998,6.685,2467,Yes,Yes,0
PS1294-3,78.003,5.365,2677,No,No,1
PS1294-3,78.003,5.365,2677,No,Yes,0
PS1294-3,78.003,5.365,2677,Yes,No,0
PS1294-3,78.003,5.365,2677,Yes,Yes,0
PS1295-4,77.99,2.4467,3112,No,No,1.0090000000000001
PS1295-4,77.99,2.4467,3112,No,Yes,0
PS1295-4,77.99,2.4467,3112,Yes,No,0
PS1295-4,77.99,2.4467,3112,Yes,Yes,0
PS1296-3,78.002,0.665,3101,No,No,1.005
PS1296-3,78.002,0.665,3101,No,Yes,0
PS1296-3,78.002,0.665,3101,Yes,No,0
PS1296-3,78.002,0.665,3101,Yes,Yes,0
PS1298-3,78,-3.5167,2749,No,No,1
PS1298-3,78,-3.5167,2749,No,Yes,0
PS1298-3,78,-3.5167,2749,Yes,No,0
PS1298-3,78,-3.5167,2749,Yes,Yes,0
PS1299-1,77.983,-4.29,2404,No,No,1
PS1299-1,77.983,-4.29,2404,No,Yes,0
PS1299-1,77.983,-4.29,2404,Yes,No,0
PS1299-1,77.983,-4.29,2404,Yes,Yes,0
PS1301-2,77.987,-6.58,303,No,No,1.006
PS1301-2,77.987,-6.58,303,No,Yes,0
PS1301-2,77.987,-6.58,303,Yes,No,0
PS1301-2,77.987,-6.58,303,Yes,Yes,0
PS1309-3,79.988,-3.0767,2515,No,No,1.0059999999999998
PS1309-3,79.988,-3.0767,2515,No,Yes,0
PS1309-3,79.988,-3.0767,2515,Yes,No,0
PS1309-3,79.988,-3.0767,2515,Yes,Yes,0
PS1310-4,79.985,-0.8683,2628,No,No,1.0019999999999998
PS1310-4,79.985,-0.8683,2628,No,Yes,0
PS1310-4,79.985,-0.8683,2628,Yes,No,0
PS1310-4,79.985,-0.8683,2628,Yes,Yes,0
PS1311-3,79.968,0.1817,2828,No,No,1.024
PS1311-3,79.968,0.1817,2828,No,Yes,0
PS1311-3,79.968,0.1817,2828,Yes,No,0
PS1311-3,79.968,0.1817,2828,Yes,Yes,0
PS1312-3,80.007,1.1867,3674,No,No,1.0270000000000001
PS1312-3,80.007,1.1867,3674,No,Yes,0
PS1312-3,80.007,1.1867,3674,Yes,No,0
PS1312-3,80.007,1.1867,3674,Yes,Yes,0
PS1313-3,79.985,2.815,2623,No,No,1.0259999999999998
PS1313-3,79.985,2.815,2623,No,Yes,0
PS1313-3,79.985,2.815,2623,Yes,No,0
PS1313-3,79.985,2.815,2623,Yes,Yes,0
PS1318-4,79.718,2.9667,4469,No,No,1.003
PS1318-4,79.718,2.9667,4469,No,Yes,0
PS1318-4,79.718,2.9667,4469,Yes,No,0
PS1318-4,79.718,2.9667,4469,Yes,Yes,0
PS1529-7,85.393,21.78,2906,No,No,1.004
PS1529-7,85.393,21.78,2906,No,Yes,0
PS1529-7,85.393,21.78,2906,Yes,No,0
PS1529-7,85.393,21.78,2906,Yes,Yes,0
PS1530-3,86.41,19.875,4066,No,No,1
PS1530-3,86.41,19.875,4066,No,Yes,0
PS1530-3,86.41,19.875,4066,Yes,No,0
PS1530-3,86.41,19.875,4066,Yes,Yes,0
PS1532-1,82.797,16.065,1376,No,No,1.005
PS1532-1,82.797,16.065,1376,No,Yes,0
PS1532-1,82.797,16.065,1376,Yes,No,0
PS1532-1,82.797,16.065,1376,Yes,Yes,0
PS1534-6,81.327,15.298,2270,No,No,1.01
PS1534-6,81.327,15.298,2270,No,Yes,0
PS1534-6,81.327,15.298,2270,Yes,No,0
PS1534-6,81.327,15.298,2270,Yes,Yes,0
PS1535-5,78.753,1.79,2554,No,No,1.012
PS1535-5,78.753,1.79,2554,No,Yes,0
PS1535-5,78.753,1.79,2554,Yes,No,0
PS1535-5,78.753,1.79,2554,Yes,Yes,0
PS1706-1,74.23,-10.038,3011,No,No,1.0000000000000002
PS1706-1,74.23,-10.038,3011,No,Yes,0.004
PS1706-1,74.23,-10.038,3011,Yes,No,0
PS1706-1,74.23,-10.038,3011,Yes,Yes,0
PS1707-1,72.617,-13.84,2118,No,No,1.004
PS1707-1,72.617,-13.84,2118,No,Yes,0.011000000000000001
PS1707-1,72.617,-13.84,2118,Yes,No,0
PS1707-1,72.617,-13.84,2118,Yes,Yes,0
PS2613-1,74.176,-0.4788,3257,No,No,1.008
PS2613-1,74.176,-0.4788,3257,No,Yes,0
PS2613-1,74.176,-0.4788,3257,Yes,No,0.001
PS2613-1,74.176,-0.4788,3257,Yes,Yes,0
PS2616-7,75,-7.3383,3401,No,No,1.004
PS2616-7,75,-7.3383,3401,No,Yes,0.002
PS2616-7,75,-7.3383,3401,Yes,No,0
PS2616-7,75,-7.3383,3401,Yes,Yes,0
PS2627-5,73.148,-15.652,2009,No,No,1.0150000000000001
PS2627-5,73.148,-15.652,2009,No,Yes,0.002
PS2627-5,73.148,-15.652,2009,Yes,No,0
PS2627-5,73.148,-15.652,2009,Yes,Yes,0
PS2656-2,65.856,-4.033,3758,No,No,1.0219999999999998
PS2656-2,65.856,-4.033,3758,No,Yes,0.013999999999999999
PS2656-2,65.856,-4.033,3758,Yes,No,0.002
PS2656-2,65.856,-4.033,3758,Yes,Yes,0
PS2837-6,81.233,2.3833,1028,No,No,1.031
PS2837-6,81.233,2.3833,1028,No,Yes,0
PS2837-6,81.233,2.3833,1028,Yes,No,0
PS2837-6,81.233,2.3833,1028,Yes,Yes,0
PS2876-1,81.908,-9.435,1976,No,No,1.0170000000000001
PS2876-1,81.908,-9.435,1976,No,Yes,0
PS2876-1,81.908,-9.435,1976,Yes,No,0
PS2876-1,81.908,-9.435,1976,Yes,Yes,0
RC009-7,59.653,-22.77,2468,No,No,0.8
RC009-7,59.653,-22.77,2468,No,Yes,0.27699999999999997
RC009-7,59.653,-22.77,2468,Yes,No,0.24299999999999997
RC009-7,59.653,-22.77,2468,Yes,Yes,0.004
RC09-212,44.183,-14.9,5083,No,No,0.9009999999999999
RC09-212,44.183,-14.9,5083,No,Yes,0.036000000000000004
RC09-212,44.183,-14.9,5083,Yes,No,0.203
RC09-212,44.183,-14.9,5083,Yes,Yes,0.22399999999999998
RC09-222,45.083,-10.55,4903,No,No,0.765
RC09-222,45.083,-10.55,4903,No,Yes,0.075
RC09-222,45.083,-10.55,4903,Yes,No,0.276
RC09-222,45.083,-10.55,4903,Yes,Yes,0.21899999999999997
RC09-225,54.967,-15.383,2334,No,No,0.8569999999999999
RC09-225,54.967,-15.383,2334,No,Yes,0.18899999999999997
RC09-225,54.967,-15.383,2334,Yes,No,0.295
RC09-225,54.967,-15.383,2334,Yes,Yes,0.012
RC09-61,10.183,-77.2,3191,No,No,0.099
RC09-61,10.183,-77.2,3191,No,Yes,0
RC09-61,10.183,-77.2,3191,Yes,No,0.22699999999999998
RC09-61,10.183,-77.2,3191,Yes,Yes,1.3940000000000003
RC10-22,21.3,-69.65,3832,No,No,0.05800000000000001
RC10-22,21.3,-69.65,3832,No,Yes,0
RC10-22,21.3,-69.65,3832,Yes,No,0.15100000000000002
RC10-22,21.3,-69.65,3832,Yes,Yes,1.492
RC10-49,16.567,-79.517,1238,No,No,0.10800000000000001
RC10-49,16.567,-79.517,1238,No,Yes,0
RC10-49,16.567,-79.517,1238,Yes,No,0.23799999999999996
RC10-49,16.567,-79.517,1238,Yes,Yes,1.422
RC11-10,4.9667,-45.967,3834,No,No,0.06499999999999999
RC11-10,4.9667,-45.967,3834,No,Yes,0.005
RC11-10,4.9667,-45.967,3834,Yes,No,0.08800000000000001
RC11-10,4.9667,-45.967,3834,Yes,Yes,1.7220000000000002
RC11-11,2.2167,-45.4,3759,No,No,0.159
RC11-11,2.2167,-45.4,3759,No,Yes,0
RC11-11,2.2167,-45.4,3759,Yes,No,0.2
RC11-11,2.2167,-45.4,3759,Yes,Yes,1.4390000000000003
RC11-12,0.9167,-43.767,4145,No,No,0.122
RC11-12,0.9167,-43.767,4145,No,Yes,0
RC11-12,0.9167,-43.767,4145,Yes,No,0.24200000000000002
RC11-12,0.9167,-43.767,4145,Yes,Yes,1.4080000000000001
RC11-255,30.733,-75.317,3728,No,No,0.215
RC11-255,30.733,-75.317,3728,No,Yes,0.013000000000000001
RC11-255,30.733,-75.317,3728,Yes,No,0.182
RC11-255,30.733,-75.317,3728,Yes,Yes,1.1659999999999997
RC11-260,38.033,-70.8,3740,No,No,0.9109999999999999
RC11-260,38.033,-70.8,3740,No,Yes,0.121
RC11-260,38.033,-70.8,3740,Yes,No,0.35900000000000004
RC11-260,38.033,-70.8,3740,Yes,Yes,0.10399999999999998
RC11-9,7.6332,-48.083,4310,No,No,0.032
RC11-9,7.6332,-48.083,4310,No,Yes,0
RC11-9,7.6332,-48.083,4310,Yes,No,0.128
RC11-9,7.6332,-48.083,4310,Yes,Yes,1.6160000000000003
RC13-158,13.167,-79.817,3016,No,No,0.131
RC13-158,13.167,-79.817,3016,No,Yes,0
RC13-158,13.167,-79.817,3016,Yes,No,0.21700000000000003
RC13-158,13.167,-79.817,3016,Yes,Yes,1.4340000000000002
RC13-189,1.8632,-30.007,3233,No,No,0.134
RC13-189,1.8632,-30.007,3233,No,Yes,0
RC13-189,1.8632,-30.007,3233,Yes,No,0.21600000000000003
RC13-189,1.8632,-30.007,3233,Yes,Yes,1.347
RC13-190,1.7832,-25.433,3797,No,No,0.11600000000000002
RC13-190,1.7832,-25.433,3797,No,Yes,0
RC13-190,1.7832,-25.433,3797,Yes,No,0.205
RC13-190,1.7832,-25.433,3797,Yes,Yes,1.3150000000000004
RC13-195,4.5832,-10.05,2536,No,No,0.1
RC13-195,4.5832,-10.05,2536,No,Yes,0.009000000000000001
RC13-195,4.5832,-10.05,2536,Yes,No,0.26599999999999996
RC13-195,4.5832,-10.05,2536,Yes,Yes,1.2690000000000001
RC13-196,3.7,-7.7167,3734,No,No,0.095
RC13-196,3.7,-7.7167,3734,No,Yes,0.003
RC13-196,3.7,-7.7167,3734,Yes,No,0.28600000000000003
RC13-196,3.7,-7.7167,3734,Yes,Yes,1.3079999999999998
RC13-197,4.5167,-0.7167,2904,No,No,0.084
RC13-197,4.5167,-0.7167,2904,No,Yes,0.018000000000000002
RC13-197,4.5167,-0.7167,2904,Yes,No,0.32599999999999996
RC13-197,4.5167,-0.7167,2904,Yes,Yes,1.18
SO75-11KG,37.527,-9.3317,820,No,No,0.507
SO75-11KG,37.527,-9.3317,820,No,Yes,0.4
SO75-11KG,37.527,-9.3317,820,Yes,No,0.129
SO75-11KG,37.527,-9.3317,820,Yes,Yes,0.308
SO75-13KG,37.555,-9.2733,636,No,No,0.508
SO75-13KG,37.555,-9.2733,636,No,Yes,0.45
SO75-13KG,37.555,-9.2733,636,Yes,No,0.118
SO75-13KG,37.555,-9.2733,636,Yes,Yes,0.24400000000000002
SO75-15KG,37.575,-9.415,968,No,No,0.614
SO75-15KG,37.575,-9.415,968,No,Yes,0.46
SO75-15KG,37.575,-9.415,968,Yes,No,0.051000000000000004
SO75-15KG,37.575,-9.415,968,Yes,Yes,0.16
SO75-25KG,37.854,-9.5457,1300,No,No,0.27999999999999997
SO75-25KG,37.854,-9.5457,1300,No,Yes,0.369
SO75-25KG,37.854,-9.5457,1300,Yes,No,0.253
SO75-25KG,37.854,-9.5457,1300,Yes,Yes,0.36599999999999994
SO75-30KG,37.464,-9.5995,1699,No,No,0.381
SO75-30KG,37.464,-9.5995,1699,No,Yes,0.473
SO75-30KG,37.464,-9.5995,1699,Yes,No,0.15000000000000002
SO75-30KG,37.464,-9.5995,1699,Yes,Yes,0.26899999999999996
SO75-9KG,37.843,-9.845,2331,No,No,0.21100000000000002
SO75-9KG,37.843,-9.845,2331,No,Yes,0.297
SO75-9KG,37.843,-9.845,2331,Yes,No,0.27699999999999997
SO75-9KG,37.843,-9.845,2331,Yes,Yes,0.5429999999999999
SP009-003,53.867,-21.1,2743,No,No,1.067
SP009-003,53.867,-21.1,2743,No,Yes,0.203
SP009-003,53.867,-21.1,2743,Yes,No,0.201
SP009-003,53.867,-21.1,2743,Yes,Yes,0.003
SP010-005,63.467,-0.0667,2012,No,No,1.3929999999999998
SP010-005,63.467,-0.0667,2012,No,Yes,0.018000000000000002
SP010-005,63.467,-0.0667,2012,Yes,No,0.020999999999999998
SP010-005,63.467,-0.0667,2012,Yes,Yes,0.004
SU90-20,59.862,-39.663,2007,No,No,0.9989999999999999
SU90-20,59.862,-39.663,2007,No,Yes,0.09300000000000001
SU90-20,59.862,-39.663,2007,Yes,No,0.006
SU90-20,59.862,-39.663,2007,Yes,Yes,0
SU90-I06,59.522,-39.445,1315,No,No,0.987
SU90-I06,59.522,-39.445,1315,No,Yes,0.071
SU90-I06,59.522,-39.445,1315,Yes,No,0.017
SU90-I06,59.522,-39.445,1315,Yes,Yes,0
TAG72-1,16.6,-20.45,1269,No,No,0.29
TAG72-1,16.6,-20.45,1269,No,Yes,0.094
TAG72-1,16.6,-20.45,1269,Yes,No,0.44299999999999995
TAG72-1,16.6,-20.45,1269,Yes,Yes,0.6210000000000001
TAG72-3,21.667,-17.983,1269,No,No,0.4599999999999999
TAG72-3,21.667,-17.983,1269,No,Yes,0.396
TAG72-3,21.667,-17.983,1269,Yes,No,0.29699999999999993
TAG72-3,21.667,-17.983,1269,Yes,Yes,0.09399999999999999
V02-9,42.467,-54.9,4702,No,No,1.118
V02-9,42.467,-54.9,4702,No,Yes,0.043
V02-9,42.467,-54.9,4702,Yes,No,0.286
V02-9,42.467,-54.9,4702,Yes,Yes,0.044000000000000004
V03-128,23.75,-92.467,3590,No,No,0.25000000000000006
V03-128,23.75,-92.467,3590,No,Yes,0.021
V03-128,23.75,-92.467,3590,Yes,No,0.185
V03-128,23.75,-92.467,3590,Yes,Yes,1.3359999999999999
V04-12,36.85,-21.017,4500,No,No,0.35800000000000004
V04-12,36.85,-21.017,4500,No,Yes,0.098
V04-12,36.85,-21.017,4500,Yes,No,0.24
V04-12,36.85,-21.017,4500,Yes,Yes,0.6410000000000001
V04-32,35.05,-11.617,2296,No,No,0.33699999999999997
V04-32,35.05,-11.617,2296,No,Yes,0.08
V04-32,35.05,-11.617,2296,Yes,No,0.183
V04-32,35.05,-11.617,2296,Yes,Yes,0.632
V04-8,37.217,-33.133,1697,No,No,0.402
V04-8,37.217,-33.133,1697,No,Yes,0.12
V04-8,37.217,-33.133,1697,Yes,No,0.168
V04-8,37.217,-33.133,1697,Yes,Yes,0.6
V05-31,32.283,-65.117,1597,No,No,0.27
V05-31,32.283,-65.117,1597,No,Yes,0.023
V05-31,32.283,-65.117,1597,Yes,No,0.187
V05-31,32.283,-65.117,1597,Yes,Yes,0.9199999999999998
V05-40,32.2,-64.7,1953,No,No,0.19099999999999998
V05-40,32.2,-64.7,1953,No,Yes,0.071
V05-40,32.2,-64.7,1953,Yes,No,0.12599999999999997
V05-40,32.2,-64.7,1953,Yes,Yes,1.023
V07-13,29.283,-79.917,452,No,No,0.05700000000000001
V07-13,29.283,-79.917,452,No,Yes,0.016
V07-13,29.283,-79.917,452,Yes,No,0.37200000000000005
V07-13,29.283,-79.917,452,Yes,Yes,0.9669999999999999
V07-67,34.667,-61.45,4308,No,No,0.4059999999999999
V07-67,34.667,-61.45,4308,No,Yes,0.131
V07-67,34.667,-61.45,4308,Yes,No,0.22499999999999998
V07-67,34.667,-61.45,4308,Yes,Yes,0.6360000000000001
V07-68,40.767,-64.6,4133,No,No,1.0730000000000002
V07-68,40.767,-64.6,4133,No,Yes,0.013999999999999999
V07-68,40.767,-64.6,4133,Yes,No,0.373
V07-68,40.767,-64.6,4133,Yes,Yes,0.055
V09-31,8.2333,-37.867,4204,No,No,0.038
V09-31,8.2333,-37.867,4204,No,Yes,0.003
V09-31,8.2333,-37.867,4204,Yes,No,0.135
V09-31,8.2333,-37.867,4204,Yes,Yes,1.602
V10-80,31.383,-11.617,2550,No,No,0.251
V10-80,31.383,-11.617,2550,No,Yes,0.353
V10-80,31.383,-11.617,2550,Yes,No,0.187
V10-80,31.383,-11.617,2550,Yes,Yes,0.584
V10-88,22.967,-38.217,4971,No,No,0.09
V10-88,22.967,-38.217,4971,No,Yes,0.002
V10-88,22.967,-38.217,4971,Yes,No,0.064
V10-88,22.967,-38.217,4971,Yes,Yes,1.6939999999999997
V10-98,31.417,-64.167,4299,No,No,0.23199999999999998
V10-98,31.417,-64.167,4299,No,Yes,0.077
V10-98,31.417,-64.167,4299,Yes,No,0.27899999999999997
V10-98,31.417,-64.167,4299,Yes,Yes,0.8760000000000001
V12-122,17,-74.383,2800,No,No,0.15600000000000003
V12-122,17,-74.383,2800,No,Yes,0
V12-122,17,-74.383,2800,Yes,No,0.192
V12-122,17,-74.383,2800,Yes,Yes,1.3679999999999999
V12-4,24.267,-53.067,5009,No,No,0.044000000000000004
V12-4,24.267,-53.067,5009,No,Yes,0.01
V12-4,24.267,-53.067,5009,Yes,No,0.037
V12-4,24.267,-53.067,5009,Yes,Yes,1.8229999999999997
V12-80,1.7567,-16.055,4918,No,No,0.26799999999999996
V12-80,1.7567,-16.055,4918,No,Yes,0.002
V12-80,1.7567,-16.055,4918,Yes,No,0.39799999999999996
V12-80,1.7567,-16.055,4918,Yes,Yes,0.9339999999999999
V14-5,0.85,-32.85,3255,No,No,0.065
V14-5,0.85,-32.85,3255,No,Yes,0
V14-5,0.85,-32.85,3255,Yes,No,0.18100000000000002
V14-5,0.85,-32.85,3255,Yes,Yes,1.473
V15-206,30.517,-75.917,4016,No,No,0.21599999999999997
V15-206,30.517,-75.917,4016,No,Yes,0.025
V15-206,30.517,-75.917,4016,Yes,No,0.162
V15-206,30.517,-75.917,4016,Yes,Yes,1.16
V16-20,17.933,-50.35,4539,No,No,0.029999999999999995
V16-20,17.933,-50.35,4539,No,Yes,0
V16-20,17.933,-50.35,4539,Yes,No,0.11200000000000003
V16-20,17.933,-50.35,4539,Yes,Yes,1.6039999999999999
V16-200,1.967,-37.067,4093,No,No,0.106
V16-200,1.967,-37.067,4093,No,Yes,0
V16-200,1.967,-37.067,4093,Yes,No,0.17
V16-200,1.967,-37.067,4093,Yes,Yes,1.545
V16-206,23.333,-46.483,3733,No,No,0.033
V16-206,23.333,-46.483,3733,No,Yes,0
V16-206,23.333,-46.483,3733,Yes,No,0.10800000000000001
V16-206,23.333,-46.483,3733,Yes,Yes,1.537
V16-209,30,-51.867,4673,No,No,0.19500000000000003
V16-209,30,-51.867,4673,No,Yes,0.025
V16-209,30,-51.867,4673,Yes,No,0.15599999999999997
V16-209,30,-51.867,4673,Yes,Yes,1.3359999999999996
V16-21,17.283,-48.417,3975,No,No,0.032
V16-21,17.283,-48.417,3975,No,Yes,0
V16-21,17.283,-48.417,3975,Yes,No,0.13200000000000003
V16-21,17.283,-48.417,3975,Yes,Yes,1.536
V16-227,60.05,-50.833,3305,No,No,1.016
V16-227,60.05,-50.833,3305,No,Yes,0
V16-227,60.05,-50.833,3305,Yes,No,0.003
V16-227,60.05,-50.833,3305,Yes,Yes,0.006
V16-23,13.25,-40.667,4886,No,No,0.14300000000000002
V16-23,13.25,-40.667,4886,No,Yes,0
V16-23,13.25,-40.667,4886,Yes,No,0.139
V16-23,13.25,-40.667,4886,Yes,Yes,1.4220000000000002
V17-1,28.483,-65.05,5024,No,No,0.19400000000000003
V17-1,28.483,-65.05,5024,No,Yes,0.008
V17-1,28.483,-65.05,5024,Yes,No,0.10300000000000001
V17-1,28.483,-65.05,5024,Yes,Yes,1.4419999999999995
V17-159,16.983,-20.05,3404,No,No,0.30300000000000005
V17-159,16.983,-20.05,3404,No,Yes,0.036000000000000004
V17-159,16.983,-20.05,3404,Yes,No,0.693
V17-159,16.983,-20.05,3404,Yes,Yes,0.42300000000000004
V17-164,29.617,-36.917,4433,No,No,0.29
V17-164,29.617,-36.917,4433,No,Yes,0.004
V17-164,29.617,-36.917,4433,Yes,No,0.23399999999999999
