Sample,Sample_ID,Flag,Device,Latitude,Longitude,Water_depth,Ocean,Sample_depth_top,Author,Journal,Year,Resource_doi,Database,Type,Symbiosis,Spinose,Prop
MD84-627,MARGO_3696,0,Piston,32.14,33.45,1185,1025,,Paterne et al.,Tech Rep CLIVAMP-MAS3-CT95-0043,1998,doi:10.1594/PANGAEA.227305,128,1,No,No,0.001845018
MD84-629,MARGO_3697,0,Piston,32.04,34.21,745,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.018469657
MD84-632,MARGO_3698,0,Piston,32.47,34.23,1425,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.039393939
MD84-639,MARGO_3699,0,Piston,33.4,32.42,870,1025,,Paterne et al.,Tech Rep CLIVAMP-MAS3-CT95-0043,1998,doi:10.1594/PANGAEA.227305,128,1,No,No,0.008571429
MD84-641,MARGO_3700,0,Piston,33.02,32.38,1375,1025,,Paterne et al.,Tech Rep CLIVAMP-MAS3-CT95-0043,1998,doi:10.1594/PANGAEA.227305,128,1,No,No,0.016000001
MD84-642,MARGO_3701,0,Piston,32.41,32.35,1260,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.007633588
MD90-916,MARGO_3702,0,Piston,41.505,17.971,1150,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.035714285
MD90-920,MARGO_3703,0,Piston,35.292,28.2,1620,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.038167939
MD952043,MARGO_3704,0,Piston,36.143,-2.621,1841,1025,0,Perez-Folgado et al.,Mar Micropaleontol,2003,doi:10.1594/PANGAEA.227305,128,1,No,No,0.057788945
ODP 977,MARGO_3705,1,Piston,36.19,-1.573,1984,1025,,Perez-Folgado et al.,Mar Micropaleontol,2003,doi:10.1594/PANGAEA.227305,128,1,No,No,0.028846153
R2P 8/7/85,MARGO_3706,0,,42.48,3.48,650,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.411924118
RC9-178,MARGO_3707,0,Piston,33.73,27.917,2628,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.01659751
RC9-183,MARGO_3708,0,Piston,34.5,23.417,2684,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.027272728
RC9-191,MARGO_3709,0,Piston,38.2,18.03,2345,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.054631829
RC9-197,MARGO_3710,0,Trigger,41.967,6.97,2703,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.493333334
RC9-198,MARGO_3711,0,Trigger,41.65,5.27,2401,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.486322189
RC9-200,MARGO_3712,0,Trigger,38.467,3.98,2657,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.188659795
RC9-204,MARGO_3713,0,Trigger,35.933,-4.03,1372,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.040206186
SU81-3,MARGO_3714,0,Piston,37.58,0.5,1875,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.232415902
T83/2/1/25,MARGO_3715,0,,32.17,29.29,2034,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0
T83/2/1/67,MARGO_3716,0,,33.24,23.09,2075,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.003003003
T83/2/2/20,MARGO_3717,0,,31.55,29.61,790,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0
T87 108B,MARGO_3718,0,,36.74,2.64,212,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.014869888
T87 118B,MARGO_3719,0,,36.98,2.55,2000,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.008823529
T87 11B,MARGO_3720,0,,39.16,19.94,1322,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.011925043
T87 128B,MARGO_3721,0,,35.49,-2.67,296,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.031620555
T87 133B,MARGO_3722,0,,35.82,-2.89,1100,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.060096154
T87 14B,MARGO_3723,0,,38.57,19.92,1999,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.044368601
T87 43B,MARGO_3724,0,,35.85,13.03,1514,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.169590643
T87 45B,MARGO_3725,0,,36.49,13.32,1716,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.116883117
T87 65B,MARGO_3726,0,,38.64,10.78,904,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.227642277
T87 71B,MARGO_3727,0,,38.93,10.59,2654,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.326145552
T87 95B,MARGO_3728,0,,39.03,9.28,499,1025,0,"Hayes, A.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,No,No,0.312785388
TR171-3,MARGO_3729,0,Trigger,38.1,1.35,2015,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.144329897
TR171-5,MARGO_3730,0,Trigger,38.58,3.15,2600,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.222222222
TR171-6,MARGO_3731,0,Trigger,38.78,4.03,2190,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.29501526
TR171-7,MARGO_3732,0,Trigger,37.83,8.48,2025,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.357287448
TR171-10,MARGO_3734,0,Trigger,38.58,9.67,1330,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.187171399
TR171-11,MARGO_3735,0,Trigger,38.17,11.23,640,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.236382323
TR171-12,MARGO_3736,0,Trigger,38.23,11.25,1185,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.237113403
TR171-13,MARGO_3737,0,Trigger,38.33,11.8,760,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.198380565
TR171-14,MARGO_3738,0,Trigger,38,11.78,475,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.27755102
TR171-15,MARGO_3739,0,Trigger,36.73,13.95,820,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.208333334
TR171-16,MARGO_3740,0,Trigger,35.75,15.52,460,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.050567595
TR171-19,MARGO_3742,0,Trigger,34.97,15.83,390,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.102669404
TR171-21,MARGO_3743,0,Trigger,34.45,20.13,2785,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.048338369
TR171-22,MARGO_3744,0,Trigger,34.1,21.35,2380,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.010351967
TR171-27,MARGO_3746,0,Trigger,33.83,25.98,2680,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.040241449
TR171-28,MARGO_3747,0,Trigger,34.85,26.38,2075,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.013333333
TR172-15,MARGO_3748,0,Trigger,32.62,26.82,3025,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0
TR172-17,MARGO_3749,0,Trigger,33.33,28.33,3050,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.003027245
TR172-18,MARGO_3750,0,Trigger,34.3,29.55,3116,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.003083248
TR172-22,MARGO_3751,0,Trigger,35.32,29.02,3150,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.012195122
V10-12,MARGO_3753,0,Trigger,40.8,12.77,2050,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.039256197
V10-2,MARGO_3754,0,Trigger,35.967,-0.67,2375,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.028484232
V10-22,MARGO_3755,0,Trigger,37.2,18.73,3425,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.123829345
V10-24,MARGO_3756,0,Trigger,38.833,18.77,2249,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.043433298
V10-26,MARGO_3757,0,Trigger,36.267,21.6,3346,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0
V10-27,MARGO_3758,0,Trigger,36.55,21.33,3282,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.022244691
V10-49,MARGO_3759,0,Piston,36.08,26.83,1170,1025,,Kallel et al.,Oceanol Acta,1997,doi:10.1594/PANGAEA.227305,128,1,No,No,0.017543859
V10-5,MARGO_3760,0,Trigger,40.3,6.78,2855,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.544799176
V10-51,MARGO_3761,0,Piston,35.917,27.3,791,1025,,Kallel et al.,Oceanol Acta,1997,doi:10.1594/PANGAEA.227305,128,1,No,No,0.021333333
V10-6,MARGO_3762,0,Trigger,41.533,9.77,825,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.261710795
V10-62,MARGO_3763,0,Trigger,34.317,26.88,2882,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.162350598
V10-68,MARGO_3765,0,Trigger,36.9,17.95,3490,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.012158056
V10-73,MARGO_3767,0,Trigger,38.3,8.67,1805,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.228630278
V10-74,MARGO_3768,0,Trigger,37.5,4.02,2615,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.086044072
V10-76,MARGO_3769,0,Trigger,37.05,0.37,2590,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.144590495
V10-78,MARGO_3770,0,Trigger,35.95,-4.25,1305,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.056935818
V10-9,MARGO_3771,0,Trigger,40.967,10.77,1060,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.21582734
V14-128,MARGO_3772,0,Trigger,32.45,29.75,1931,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.013402062
V14-146,MARGO_3773,0,Trigger,36.283,-2.15,1329,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,No,No,0.065458207
11145-1BX,MARGO_0016,1,Box,32.127,-24.725,5340,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.279880477
11327-2BX,MARGO_0019,1,Box,31.305,-25.39,5380,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,12,0,Yes,No,0.249748237
11800-5BX,MARGO_0022,1,Box,28.425,-25.795,5273,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.242031874
11824-2BX,MARGO_0024,1,Box,35.788,-17.595,4715,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.270189432
11886-4BX,MARGO_0030,1,Box,52.55,-22.1,4005,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.343
11905-3BX,MARGO_0035,1,Box,58.63,-19.448,1756,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.272
12174-15,MARGO_0038,1,Multi,31.093,-21.17,4938,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.205205205
5596A,MARGO_0072,1,,40.883,-13.133,5333,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.326388888
A167-12,MARGO_0084,1,Piston,31.833,-74.35,4700,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.250755287
CH69-28,MARGO_0100,1,Piston,45.367,-5.3333,3900,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.08358209
D11798#3,MARGO_0102,1,Piston,27.563,-27.652,5210,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.23023023
D11799#1,MARGO_0103,1,Piston,28.772,-26.457,5270,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.231
D11800#2,MARGO_0104,1,Trigger,28.408,-25.812,5270,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.205
D11952,MARGO_0130,1,,37.347,-11.86,5042,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.39798995
F1KS2,MARGO_0144,1,Piston,55.55,-12.45,2783,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,12,1,Yes,No,0.201219512
F1KS45,MARGO_0150,1,Piston,49.15,-17.77,4000,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,12,1,Yes,No,0.170149254
GBA7207,MARGO_0158,1,Box,45.367,-5.333,3950,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.085828343
GG6711,MARGO_0190,1,Piston,45.9,-3.8333,1420,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.126934984
GIK12328-1,MARGO_0207,1,Box,21.145,-18.573,2816,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.51
GIK12329-1,MARGO_0208,1,Box,19.037,-19.93,3314,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.49001996
GIK15628-4,MARGO_0220,1,Box,29.083,-11.97,766,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.17547358
GIK17045-2,MARGO_0281,1,Box,52.431,-16.671,3653,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.299299299
GIK23295-4,MARGO_0311,1,Box,71.135,-5.9878,1553,513,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0
GIK23363-1,MARGO_0332,1,Box,70.956,-5.5472,1730,513,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0
GIK23398-2,MARGO_0342,1,Box,76.438,8.9932,2229,513,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0
GIK23400-1,MARGO_0343,1,Box,72.352,-7.807,2628,513,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.000997009
GIK23402-2,MARGO_0344,1,Box,68.732,0.1667,2412,513,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.012012012
GIK23418-6,MARGO_0348,1,Box,52.55,-20.335,2842,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.228486647
MD952014,MARGO_0465,1,Piston,60.35,-22.04,2397,7,0,"Duprat, J.",unpublished data,9999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.218678816
MD952015,MARGO_0466,1,Piston,58.46,-25.58,2630,7,0,"Duprat, J.",unpublished data,9999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.161458333
MIKS1,MARGO_0473,1,Piston,16.45,-20.117,3503,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.317307692
NA87-22,MARGO_0485,1,Piston,55.483,-14.683,2161,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.227544911
O1KR7,MARGO_0503,1,Box,62.17,-2.48,400,513,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,12,1,Yes,No,0.098412698
PS1310-4,MARGO_0535,1,Box,79.985,-0.8683,2628,513,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0
PS1313-3,MARGO_0538,1,Box,79.985,2.815,2623,513,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0
SFKS9,MARGO_0609,1,Piston,44.77,-4.2198,4231,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,12,1,Yes,No,0.162962963
SU90-20,MARGO_0625,1,Piston,59.862,-39.663,2007,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.006
SU90I-3,MARGO_0632,1,,51.883,-39.783,2970,7,0,"Duprat, J.",unpublished data,9999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.114406779
SU90I-10,MARGO_0635,1,Piston,52.567,-21.93,2965,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,12,1,Yes,No,0.275132275
V7-68,MARGO_0652,1,Trigger,40.767,-64.6,4133,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,12,0,Yes,No,0.379450662
V16-23,MARGO_0674,1,Piston,13.25,-40.667,4886,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.139839034
V20-242,MARGO_0695,1,Piston,23.367,-43.65,4565,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,12,0,Yes,No,0.111665005
V28-25,MARGO_0793,1,Trigger,76.81666667,-1.333333333,3136,513,0,Prell et al.,,1999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0
V28-29,MARGO_0795,1,Trigger,72.18333333,5.266666667,2547,513,0,Prell et al.,,1999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.003558719
V28-34,MARGO_0797,1,Trigger,64.83333333,-3.583333333,3217,513,0,Prell et al.,,1999,doi:10.1594/PANGAEA.227322,8,1,Yes,No,0.00862069
V30-49,MARGO_0852,1,Piston,18.433,-21.083,3093,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,8,0,Yes,No,0.302208836
GEOB1031-1,MARGO_0878,1,Box,-21.887,7.1018,3103,11,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,16,0,Yes,No,0.382
GEOB1034-1,MARGO_0881,1,Box,-21.72,5.4298,3800,11,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,16,0,Yes,No,0.38722555
GEOB1041-1,MARGO_0886,1,Box,-3.48,-7.592,4033,11,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,16,0,Yes,No,0.29740519
RC17-43,MARGO_1067,1,Trigger,-30.433,13.55,2992,11,0,Prell et al.,,1999,doi:10.1594/PANGAEA.227322,50,1,Yes,No,0.401330376
V20-235,MARGO_1124,1,Piston,8.4667,-30.133,5242,7,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,16,0,Yes,No,0.414486922
V23-182,MARGO_1144,1,Piston,-30.45,-11.683,3660,11,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,16,0,Yes,No,0.174302789
V26-68,MARGO_1160,1,Piston,-30.355,-15.8,972,11,0,Pflaumann et al.,in press,9999,doi:10.1594/PANGAEA.227322,16,0,Yes,No,0.27
7-TOW105,MARGO_1184,1,,-15.15,-176.49,2163,81,0,Thiede et al.,Palaeogeogr Palaeoclimatol Palaeoecol,1997,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.19416499
7-TOW72,MARGO_1185,1,,-20.24,-176.46,2730,81,0,Thiede et al.,Palaeogeogr Palaeoclimatol Palaeoecol,1997,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.185786803
A15-585GC,MARGO_1187,1,,20.15,69.43333333,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.255813952
A15-586TW,MARGO_1188,1,,20.11666667,67.91666667,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.414414414
A15-591GC,MARGO_1190,1,,21,59.55,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.271903323
A15-592FF,MARGO_1191,1,,20.83333333,61.01666667,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.446153846
A15-596FF,MARGO_1192,1,,18.93333333,61.38333333,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.573604062
A15-597BFF,MARGO_1193,1,,16.23333333,54.76666667,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.426997245
A15-602FF,MARGO_1195,1,,14.93333333,57.35,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.447674417
A15-612GC,MARGO_1196,1,,13.58333333,71.56666667,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.426395939
A15-614TW,MARGO_1197,1,,9.9,74.18333333,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.402144771
A15-618GC,MARGO_1198,1,,7.033333333,73.4,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.35505618
A205402-2P,MARGO_1201,1,Piston,-5.623,-87.355,3735,81,0,Oregon State University,unpublished data,9999,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.692307692
A205402-20P,MARGO_1202,1,Piston,-6.262,-96.33,3785,81,0,Oregon State University,unpublished data,9999,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.909706546
A205402-23P,MARGO_1203,1,Piston,-2.392,-90.52,3230,81,0,Oregon State University,unpublished data,9999,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.863057325
AII-15-547,MARGO_1205,1,Gravity,12,51.9,1602,129,0,Prell et al.,,1999,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.27700831
AMP-12G,MARGO_1226,1,Gravity,-7.6,-110.97,3480,81,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,32,0,Yes,No,0.540816327
AMP-13G,MARGO_1227,1,Gravity,-7.53,-110.12,3395,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.59
AMP-16G,MARGO_1228,1,Gravity,-7.85,-108.92,3240,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.556701031
AMP-17G,MARGO_1229,1,Gravity,-7.98,-108.62,3200,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.58
AMP-19G,MARGO_1230,1,Gravity,-6.33,-107.78,3090,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.6
AMP-21G,MARGO_1231,1,Gravity,-8.48,-107.43,3120,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.520408163
AMP-22G,MARGO_1232,1,Gravity,-8.57,-107.2,3240,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.54
AMP-23G,MARGO_1233,1,Gravity,-8.7,-106.9,3660,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.616161616
AMP-24G,MARGO_1234,1,Gravity,-8.87,-106.42,3370,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.49
ANT 226,MARGO_1236,1,,-18.35,-176.45,2472,81,0,Thiede et al.,Palaeogeogr Palaeoclimatol Palaeoecol,1997,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.164969451
ANT 231,MARGO_1237,1,,-17.09,-175.54,2238,81,0,Thiede et al.,Palaeogeogr Palaeoclimatol Palaeoecol,1997,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.149450996
B32,MARGO_1245,1,,-53.63,169.87,799,257,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,No,0.151162791
CAP-3HG,MARGO_1246,1,,0,168.58,4364,49,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.808080808
CAP-4BG,MARGO_1247,1,,-4.13,171.77,3670,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.443298969
CAP-5HG,MARGO_1248,1,,-3.183,171.25,3882,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.555555556
CAP-6HG,MARGO_1249,1,,-4.27,171.93,3363,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,No,0.469387755
