Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),sedimentation rate (cm/ky),Laboratory,Instrument,Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber,Globoturborotalita tenella,Globigerinoides sacc,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii flexuosa,Globorotalia menardii & Globorotalia tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Turborotalita humilis & Berggrenia pumilio,Globigerinita uvula,Other ID,Other UnID
GeoB1905-3,,-17.1433,-13.9867,-2974,South Atlantic,0.38,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.07,0.6,34.89,3.1,6.47,0,,3.16,0.33,9.31,0.24,0.24,6.2,0,0,1.01,0.3,0,0,0.72,8.98,5.19,0.63,,0,2.39,0,0,0.75,0.12,13.97,0,0,0.24,,0.09,
GeoB1905-3,,-17.1433,-13.9867,-2974,South Atlantic,0.43,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.11,0.61,42.99,0.5,10.45,0,,2.63,2.32,3.26,0.42,0.67,13.8,0,0,0.75,0.02,0,0,0.36,7.84,4.49,1.23,,0,1,0,0,0.62,0.15,4.43,0,0,0.33,,0,
GeoB1501-4,,-3.6783,-32.0067,-4257,South Atlantic,0.33,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.42,0,30.08,0,25.51,0,,3.46,0.16,1.57,0,0,0,0,0,5.04,7.72,0,0,0,2.52,14.96,0.31,,0,0,0,0,0.47,0,5.98,0.79,0,0,,0,
GeoB1501-4,,-3.6783,-32.0067,-4257,South Atlantic,0.38,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.78,0.35,29.3,0,33.28,0,,2.25,0.78,1.64,0,0.17,0,0,0,5.27,8.56,0,0,0,1.9,8.38,1.38,,0,0.35,0,0,0,0,5.1,0.35,0,0.17,,0,
GeoB1503-1,,2.3117,-30.6467,-2306,South Atlantic,0.28,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.22,0.16,22.9,0.65,8.77,0,,1.14,0.98,4.52,4.47,0.76,4.36,0.44,0,9.91,13.1,0,0,0.14,2.31,5.77,0.79,,0,1.01,0,0,0.14,0.49,16.99,0,0,0,,0,
GeoB1503-1,,2.3117,-30.6467,-2306,South Atlantic,0.33,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.25,0.25,27.18,0.62,7.98,0,,1.11,0.5,8.17,1.36,0.06,4.71,0,0,11.52,10.4,0,0,0.06,3.41,3.59,2.17,,0,1.49,0,0,0.19,0,14.49,0,0,0,,0,
GeoB1505-1,,2.27,-33.01,-3705,South Atlantic,0.48,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.17,0.35,34.03,0,12.98,0,,1.22,0,3.99,0.35,0.26,1.39,0,0.35,9.2,9.29,0,0,0.09,2.56,6.3,2.39,,0,0,0.17,0,0,0.09,13.89,0,0,0,,0,
GeoB1505-1,,2.27,-33.01,-3705,South Atlantic,0.53,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.71,0.71,32.35,0.24,16.76,0,,1.42,0,2.6,0.94,0.35,0,0,0,8.26,9.92,0,0,0.47,3.54,6.97,2.36,,0,0.71,0,0,0.36,0.12,9.92,0,0,0,,0,
GeoB1508-4,,5.3333,-34.025,-3682,South Atlantic,0.28,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.99,0.2,34.45,0,29.81,0,,5.15,1.09,0.2,0,0.1,1.78,0,0.2,2.38,7.13,0,0,0,0,3.47,1.78,,0,1.19,0,0,0,0.3,9.8,0,0,0,,0,
GeoB1515-1,,4.2383,-43.6667,-3129,South Atlantic,0.48,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.94,0.43,39.37,0.29,25.25,0,,1.88,0,1.16,0,0.14,1.45,0,0,1.95,3.55,0,0,0,0,7.67,2.03,,0,0.29,0,0,0,0,13.31,0,0,0,,0,
GeoB1515-1,,4.2383,-43.6667,-3129,South Atlantic,0.53,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,2.39,0.18,44.33,0,17.72,0,,2.04,0,0.95,2.01,0,1.42,0,0,0,2.95,0.71,0,0.98,0,10.57,1.95,,0,0,0,0,0.47,0,11.34,0,0,0,,0,
GeoB1515-1,,4.2383,-43.6667,-3129,South Atlantic,0.63,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,4.03,0.16,45.41,0,17.4,0,,3.04,2.07,1.82,0.93,0,0.93,0,0,1.24,3.39,0.1,0,0.66,0.1,9.2,1.18,,0,0,0,0,0,0,8.36,0,0,0,,0,
GeoB1523-1,,3.8317,-41.6217,-3292,South Atlantic,0.38,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.36,0.56,40.39,0.95,22.46,0,,1.43,1.27,0.32,1.43,0.16,0.96,0,0,4.29,3.18,0,0,0,0,9.68,0.48,,0,0,0,0,0,0.16,11.93,0,0,0,,0,
GeoB1523-1,,3.8317,-41.6217,-3292,South Atlantic,0.43,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.35,0.31,39.54,0.55,22.78,0,,1.39,4.58,0,0,1.39,0.69,0,0,0.97,1.27,0,0,0.47,0,9.88,1.25,,0,0,0,0,1.11,0,12.9,0,0,0,,0,
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.48,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.11,0.17,39.7,0.46,4.15,0,,1.88,0,3.64,1.14,0.28,4.1,0,0.23,2.96,0.8,0,0,0,10.52,7.39,0.34,,1.19,1.37,0.46,0,0,0.46,18.43,0,0,0,,0,
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.53,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.26,0.39,41.67,0,3.3,0,,1.68,0.06,6.59,0,0,5.68,0,0,2.58,0.13,0,0,0,9.82,9.23,0.26,,1.81,0.45,0,0,0,0.32,15.25,0,0,0,,0,
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.58,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.4,0.72,29.45,0,3.73,0,,0.58,0,4.86,0.9,0,5.4,0,0,4.32,0.22,0,0,0,16.41,9.35,0,,1.35,1.53,0.72,0,0,0.63,19.42,0,0,0,,0,
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.15,0.49,41.92,0,2,0,,0.64,0,3.92,0,0.15,9.79,0,0,3.16,0.15,0,0,0,10.62,9.26,0.23,,1.02,0.9,0.3,0,0,0.38,14.76,0,0,0,,0,
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.78,15.4,6.27,0,12.54,0,,0,0,3.39,0,1.04,0,0,0,4.18,1.31,0,0,0,18.8,30.54,1.04,,2.35,0,0,0,1.3,0,1.04,0,0,0,,0,
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.73,2.7,63.42,0,6.28,0,,0.64,0.08,8.22,0,0.97,2.58,0,0,0.81,0.16,0,0,0,7.49,3.95,0.32,,0.16,0,0,0,0.12,0.08,1.29,0,0,0,,0,
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.2,0.2,47.45,0.91,4.17,0,,1.23,1.74,1.94,0.91,0.23,4.11,0,0,1.14,1.54,0,0,0,2.43,0.94,1,,0.06,0.46,0,0,0,0.2,29.08,0,0,0,,0.06,
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.36,0.38,49.36,0,2.86,0,,0.2,0.56,1.43,1.07,0,5.37,0,0,0.72,1.48,0,0,0.02,4.36,1.45,0.31,,0,0.02,0,0,0,0.34,28.83,0,0,0.72,,0.16,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.2,0.49,66.33,0,6.93,0,,2.02,0.69,0.23,0,0.52,2.83,0,0,0,0.26,0,0,0,0.12,2.4,0.43,,0,1.16,0,0,0,0.95,14.27,0,0,0,,0.17,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.63,1.01,60.21,0.25,9.19,0,,2.39,0.63,0.13,0,0,3.53,0,0,0,0.88,0,0,0,0.13,2.9,0.13,,0,0.76,0,0,0,2.9,13.35,0,0,0,,1.01,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.33,0.36,58.96,0,7.48,0,,0.58,1.03,0.67,0,0.33,6.18,0,0.12,0.03,0.15,0,0,0.12,0.61,1.27,0.94,,0,0.97,0,0,0.12,1.3,17.32,0,0,0,,1.12,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.35,0.55,59.97,0,5.97,0,,1.61,1.36,0.73,0,0,7.05,0,0.15,0,0.18,0,0,0,0,0.75,0.62,,0,0.59,0,0,0.29,1.6,18.13,0,0,0,,0.11,
GeoB2204-2,,-8.5283,-34.0217,-2072,South Atlantic,0.33,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.37,0.72,62.41,0.45,10.89,0.06,,1.75,1.69,0.06,0.45,0.56,0.9,0,0,0.11,0.29,0,0,0,0.11,3.64,0.34,,0,0,0,0,0,1,14.2,0,0,0,,0,
GeoB2204-2,,-8.5283,-34.0217,-2072,South Atlantic,0.38,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.82,0.98,60.48,0.41,7.91,0,,4.74,2.36,0,0.82,0.62,2.05,0,0,1.23,0.22,0,0,0,0,1.95,0.1,,0,0.82,0,0,0,1.46,12.53,0,0,0,,0.5,
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.32,0.22,16.89,0,11.02,0,,1.56,0,9.03,1.29,0.65,1.72,0.22,0.43,21.18,9.95,0,0,0,7.58,5,1.34,,0,0,0.65,0,0,0,9.68,0,0,0,,0,
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.48,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.17,0.85,7.17,0,10.92,0,,0.51,0,3.58,0,0,0.34,0.34,0.17,23.21,18.94,0,0,0,11.6,11.94,2.39,,0,0,0,0,0,0,5.8,0,0,0,,0,
GeoB1413-4,,-15.68,-9.455,-3789,South Atlantic,0.19,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.07,0.69,19.36,1.88,9.12,0,,1.97,0.77,9.94,7.37,0.26,2.06,0.34,0.17,6,1.71,0,0,0.04,18.33,5.61,3.43,,0.04,0.94,0,0,0.09,0,8.57,0,0,0,,0,
GeoB1413-4,,-15.68,-9.455,-3789,South Atlantic,0.23,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.57,0.39,19.65,3.58,6.61,0,,2.86,0.67,10.47,8.06,0.22,0.45,0,0,7.5,1.29,0,0,0.39,16.01,7.5,2.91,,0,1.57,0,0,0,0,7.84,0,0,0,,0,
GeoB1417-1,,-20.3667,-12.7067,-2845,South Atlantic,0.33,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.93,0.56,25.5,2.58,6.44,0,,2.74,0.44,18.49,1.53,0.16,5.48,0.32,0,5.32,1.01,0,0,0,8.5,6.32,1.77,,0,2.58,0.64,0,0.08,0.16,7.81,0,0,0,,0,
GeoB1417-1,,-20.3667,-12.7067,-2845,South Atlantic,0.38,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1,1.22,25.06,2.43,8.25,0,,2.22,1.13,17.07,2.52,0.61,4,0,0,1.56,0.78,0,0,0,11.95,6.39,1.87,,0,1.04,0,0,0.04,0.22,9.47,0,0.35,0.35,,0.04,
GeoB1419-2,,-15.5367,-17.0683,-4024,South Atlantic,0.23,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.1,1.03,36.17,0,13.35,0,,1.61,0.07,13.79,2.79,0.66,7.78,0,0,0.15,0.44,0,0,0,8.22,3.66,1.39,,0,0,0.29,0,0,0.22,6.82,0,0,0,,0,
GeoB2819-1,,-30.8483,-38.3433,-3435,South Atlantic,0.13,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.45,0.61,23.71,0.22,1.68,0.01,,0.74,0.05,12.99,1.2,0.87,2.62,0,0.44,20.09,0.66,0,0,0,12.54,10.01,0.18,,2.48,3.11,0.44,0,0,0,4.37,0,0,0,,0,
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.73,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.18,0.27,49.88,0.24,12.92,0,,1.28,0.48,0,0,0,1.43,0,0,0.66,3.28,0,0,0,0.42,2.71,0,,0,0,0,0,0,0.06,26.21,0,0,0,,0,
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.78,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.32,0.55,44.18,0.63,12.58,0,,1.11,0,0,0,0,0.95,0,0,1.35,4.12,0,0,0,0.71,4.04,0.24,,0,0.32,0,0,0,0.08,28.82,0,0,0,,0,
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.83,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.27,0,46.06,0,12.76,0,,2.39,0.18,0,0,0,1.77,0,0,2.92,4.34,0,0,0,0.71,3.01,0.8,,0,0,0,0,0,0,24.8,0,0,0,,0,
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.88,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.1,0,37.06,2.59,15.72,0.1,,3.98,0.4,0,0,0,1.6,0,0,2.69,6.42,0,0,0,1.79,3.18,0.6,,0.1,0,0,0,0,0.2,23.48,0,0,0,,0,
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.98,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.36,0.12,38.53,0.48,15.48,0,,2.64,2.16,0,0,0,4.32,0,0,4.44,3.72,0,0,0.24,1.56,4.2,0.24,,0,0,0,0,0,0.6,20.89,0,0,0,,0,
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,2.98,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.24,0.12,45.8,0,11.8,0,,0.67,1.09,0,0,0,4.86,0,0,1.76,2.13,0,0,0,0.67,4.01,0.06,,0,0.97,0,0,0,0.24,25.55,0,0,0,,0,
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.03,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.06,0.11,44.13,0,13.19,0,,0.79,0.67,0,0,0,4.49,0,0,3.26,3.99,0,0,0,1.85,3.99,0.11,,0,0.22,0,0,0,0,23.13,0,0,0,,0,
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.13,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.29,0.12,40.74,0,13.01,0,,1.47,1.17,0,0,0,10.08,0,0,2.46,3.34,0,0,0,0.7,4.22,0,,0,0.23,0,0,0,0.12,22.04,0,0,0,,0,
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.23,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.29,0.1,44.49,0.39,12.47,0,,2.32,1.16,0,0,0,2.32,0,0,1.74,4.84,0,0,0,0.39,3.48,0.77,,0,0,0,0,0,0.1,25.15,0,0,0,,0,
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.33,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.12,0.12,46.04,0,16.98,0,,1.59,0.24,0.98,0,0,2.45,0,0,0.98,3.91,0,0,0,0,4.4,0,,0,0,0,0,0,0.24,21.98,0,0,0,,0,
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.43,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.33,0.41,55.59,0.65,13.87,0,,1.55,1.63,0,0,0,0.66,0,0,3.43,2.2,0,0,0,0.08,1.22,0.08,,0,0,0,0,0,0.08,18.2,0,0,0,,0,
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.53,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.34,0.26,56.58,0,16.45,0,,1.46,0,0.34,0,0,2.07,0,0,1.89,4.31,0,0,0,0,0.78,0.09,,0,0,0,0,0,0.09,15.33,0,0,0,,0,
GeoB3175-1,,-7.0533,-34.4633,-900,South Atlantic,1.68,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.28,0.14,66.85,0.32,10.14,0,,1.6,0,2.27,0,0,1.94,0,0,1.54,0.79,0,0,0,1.05,4.33,0.34,,0,0.16,0,0,0,0.45,7.13,0,0,0,,0.65,
GeoB3175-1,,-7.0533,-34.4633,-900,South Atlantic,1.73,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.5,0.23,66.2,1.35,8.69,0,,0.66,0,3.38,0.68,0,2.71,0,0,0.68,0.44,0,0,0.17,0.34,3.68,0.93,,0,0,0,0,0,0.55,7.78,0,0,0,,0.02,
GeoB3175-1,,-7.0533,-34.4633,-900,South Atlantic,1.78,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.6,0.05,66.16,0,10.7,0,,0.83,0,5.53,0,0,3.2,0,0,0,1.05,0,0,0.63,1.1,3.7,0.6,,0,0,0,0,0,0.48,5.4,0,0,0,,0,
GeoB3175-1,,-7.0533,-34.4633,-900,South Atlantic,1.83,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.49,0.22,67.94,0.99,9.66,0,,0.74,0,0.99,0,0.06,1.97,0,0,1.42,0.52,0,0,1.51,0.49,4.67,0.05,,0,0.37,0,0,0,0.26,7.64,0,0,0,,0.02,
GeoB3176-1,,-7.0117,-34.4417,-1385,South Atlantic,3.43,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.42,0.15,62.14,0.61,8.54,0,,1.52,0,0.91,0,0,2.74,0,0.3,0,0.53,0,0,0.34,2.28,2.59,0.76,,0,0.61,0,0,0,1.59,13.67,0,0,0,,0.3,
GeoB3176-1,,-7.0117,-34.4417,-1385,South Atlantic,3.48,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.56,0.61,61.13,0.64,5.91,0,,0.99,0.11,2.25,0.43,0,3.42,0,0.43,0.11,0.48,0,0,0,0.61,3.05,0.03,,0,1.28,0,0,0,2.35,15.61,0,0,0,,0,
GeoB3176-1,,-7.0117,-34.4417,-1385,South Atlantic,3.53,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.7,0.55,63,0,8.22,0,,1.4,0.61,3.88,0,0,4.85,0,0,0.49,0.55,0,0,0.12,0.55,3.7,0.36,,0,0.24,0,0,0.03,2,8.61,0,0,0,,0.03,
GeoB3176-1,,-7.0117,-34.4417,-1385,South Atlantic,3.58,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.23,0.11,74.18,0,4.82,0.02,,1.33,0.14,1.27,0,0,1.62,0,0,0.14,0.57,0,0,0,0.32,1.75,0.2,,0,0,0,0,0,0.79,12.48,0,0,0,,0,
GeoB1032-3,,-22.915,6.0367,-2505,South Atlantic,0.38,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,3.02,0,4.96,0.85,0,0,,1.15,0.28,15.71,1.7,0,1.13,0.57,2.26,34.4,0.71,0,0,0,20.39,3.91,0,,1.59,0.57,0,0,0,0,5.38,0,0,0,,0,
GeoB1032-3,,-22.915,6.0367,-2505,South Atlantic,0.43,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,3.19,0,7.79,1.06,0.2,0,,0.93,4.09,14.05,1.58,0.07,0.53,0,2.77,34.84,0.92,0,0,0,14.98,3.85,0.07,,0.77,1.19,0,0,0,0,6.47,0,0,0,,0,
GeoB1034-3,,-21.735,5.4217,-3772,South Atlantic,0.23,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,3.01,0,10.39,0,0.53,0,,1.06,0.09,17.48,0.53,0.09,0.71,1.77,1.77,26.87,1.06,0,0,0,21.92,3.96,0.09,,0.64,1.46,0,0,0,0,4.91,0,0,0,,0,
GeoB1041-3,,-3.475,-7.6,-4033,South Atlantic,0.53,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,2.44,0.04,11.87,0,2.68,0,,1.16,0,18.11,0,0,0,0,0,14.23,9.71,0,0,0.16,31.53,0.24,2.56,,0,0,0,0,0,0,3.68,0,0,0,,0,
GeoB1041-3,,-3.475,-7.6,-4033,South Atlantic,0.58,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,3.8,0,8.75,0,3.5,0,,0.68,0,12.47,0,0,0,0.61,0.61,14.6,7.07,0,0,0,37.19,0.08,2.97,,0,2.13,0,0,0.08,0,3.95,0,0,0,,0,
GeoB3603-2,,-35.125,17.5433,-2840,South Atlantic,0.33,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.99,0,1.73,0,0,0,,0.49,0,16.3,0,0,0,0,1.24,60.99,0,0,0,0,12.35,2.47,0,,0,0,0,0,0,0,3.46,0,0,0,,0,
GeoB3603-2,,-35.125,17.5433,-2840,South Atlantic,0.38,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.83,0,0.28,0,0.83,0,,0.83,0,16.53,0.28,0,0,0.55,0.55,58.13,1.65,0,0,0,13.5,1.1,0,,0,0,0,0,0,0,4.96,0,0,0,,0,
GeoB3722-2,,-25.25,12.0217,-3506,South Atlantic,0.83,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.13,0,0,0,0,0,,0,0,4.08,0,0,0,0,1.93,84.82,0,0,0,0,7.69,0.38,0,,0.97,0,0,0,0,0,0,0,0,0,,0,
GeoB3722-2,,-25.25,12.0217,-3506,South Atlantic,0.88,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.7,0,0.06,0,0,0,,0.16,0.47,8.29,0,0.37,0,0,0.99,79.16,0.03,0,0,0,8.82,0.23,0,,0.36,0,0,0,0,0,0.16,0,0,0,,0,
GeoB3722-2,,-25.25,12.0217,-3506,South Atlantic,0.93,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.32,0,0.05,0,0,0,,0,0,2.44,0,0,0,0,0.23,89.88,0,0,0,0,6.09,0.27,0,,0.72,0,0,0,0,0,0,0,0,0,,0,
GeoB3722-2,,-25.25,12.0217,-3506,South Atlantic,0.98,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.12,0,0.05,0,0,0,,0,0,5.29,0,0,0,0,1.1,86.41,0,0,0,0,5.13,0.76,0,,1.15,0,0,0,0,0,0,0,0,0,,0,
GeoB3801-6,,-29.5117,-8.305,-4546,South Atlantic,0.18,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.78,1.01,15.01,0,2.46,0,,1.49,0,18.22,6.42,0.37,4.18,0.6,0,12.84,0.15,0,0,0,18.59,7.62,0.67,,3.88,0,0.6,0,0,0.34,4.18,0,0.6,0,,0,
GeoB3808-6,,-30.8117,-14.7117,-3213,South Atlantic,0.18,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.66,0.41,18.58,0,0.41,0,,3.17,0,25.17,0.75,0.19,2.89,0,0.75,9.79,0.13,0,0,0,16.16,7.85,0.82,,2.64,1.57,1.51,0,0,0.16,6.15,0,0.25,0,,0,
GeoB3813-3,,-32.2683,-21.9667,-4331,South Atlantic,0.13,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.2,0.69,13.9,0,0.54,0,,0.45,0,15.24,2.08,0.15,0.89,0,0.59,30.62,0.45,0,0,0,17.56,8.59,0.89,,2.99,0.07,0,0,0,0.02,3.86,0,0,0,,0,
GeoB5112-5,,-23.825,-16.2583,-3841,South Atlantic,0.16,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.95,0.9,31.48,0,7.68,0,,2.28,0.48,7.58,1.8,0.11,11.65,0,0,1.27,0,0,0,0,10.97,6.1,0.05,,0.42,1.48,0,0,0.69,3.18,10.92,0,0,0,,0,
GeoB5115-2,,-24.1433,-14.0433,-3291,South Atlantic,0.14,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.31,0.6,35.73,0,4.56,0,,4.96,1.07,7.38,1.34,1.51,9.73,0,0.34,0.34,0,0,0,0,8.12,6.98,0.07,,0.3,1.41,0,0,0.07,1.41,12.68,0,0,0,,0.1,
GeoB5115-2,,-24.1433,-14.0433,-3291,South Atlantic,0.15,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.79,0.17,34.66,0,5.04,0.07,,5.51,1.53,6.7,1.06,1,11.28,0.27,0,1.33,0,0,0,0.07,7.03,6.57,0.27,,0.6,2.26,0,0,0,1.43,11.01,0,0,0,,0.07,
GeoB5115-2,,-24.1433,-14.0433,-3291,South Atlantic,0.16,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.32,0.79,33.55,0,4.75,0,,3.15,1.83,8.19,1.64,0.25,7.69,0,0,1.51,0,0,0,0.28,8.48,5.33,0.16,,0.16,2.27,0,0,0,3.02,15.37,0,0,0,,0.25,
GeoB5115-2,,-24.1433,-14.0433,-3291,South Atlantic,0.17,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.43,0.38,33.87,0,5.78,0,,4.91,0.82,4.99,0.93,1.78,9.46,0,0.47,1.4,0,0,0,0.53,9.08,5.22,0.32,,0.67,1.05,0,0,0,2.74,14.01,0,0,0,,0.15,
GeoB5121-2,,-24.1833,-12.0217,-3486,South Atlantic,0.16,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.41,1.1,25.22,0,5.29,0,,3.53,0.18,7.41,3.97,0.97,13.49,0,0.44,0.62,0,0,0,0,9.57,6.62,0.84,,0.57,2.29,0,0,0,1.32,12.87,0,0.71,0,,0.18,
GeoB5133-3,,-19.0867,-10.1917,-3660,South Atlantic,0.18,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,1.18,0.24,25.25,0,7.01,0,,2.21,0,10.78,9.6,0.42,7.43,0,0.09,3.01,0.05,0,0,0.24,11.39,4.05,1.39,,0.02,3.76,0.38,0,0.12,0.38,9.98,0,0.38,0,,0,
GeoB5140-3,,-19.0517,-16.6133,-3660,South Atlantic,0.1,,,,,Bremen,,Niebler et al. (in press),M.W.,May-03,0.68,0.33,24.23,0.81,6.88,0.05,,1.09,0,7.06,4.56,0.2,23.49,0,2.53,2.13,0.08,0,0,0.1,6.2,3.98,0.33,,0,0.81,0,0,0.15,0.33,12.3,0,1.22,0.41,,0.05,
