Latitude,Longitude,Event,Elevation [m],Depth [m],G. bulloides [%],G. crassaformis [%],N. dutertrei [%],G. inflata [%],N. pachyderma d [%],N. pachyderma s [%],G. ruber w [%],G. scitula [%],O. universa [%],G. aequilateralis [%],G. calida [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],G. menardii [%],H. pelagica [%],P/D int [%],G. quinqueloba [%],G. ruber p [%],G. ruber hsp [%],G. sacculifer wo sac [%],G. sacculifer sac [%],G. tumida [%],G. tenellus [%],G. truncatulinoides d [%],G. truncatulinoides s [%],G. conglobatus [%],G. conglomerata [%],G. menardii flexuosa [%],S. dehiscens [%],G. digitata [%],T. humilis [%],C. nitida [%],G. rubescens white [%],G. rubescens pink [%],G. hexagonus [%],G. bradyi [%],P. obliquiloculata [%],D. anfracta [%],G. theyeri [%],T. iota [%],Foram plankt [#]
-29.45,11.75,GeoB1722-1,-3973,0.28,9.48,0.16,0.91,13.75,61.65,1.55,5.39,0,0.56,0.3,0.39,0,1.55,0.7,0,0,0.84,1.03,0,0,0.07,0.1,0,0,0.06,0.65,0,0,0,0,0.33,0,0,0.52,0,0,0,0,0,0,0,602
-8.675,-11.845,GeoB1903-3,-3161,0.48,4.15,1,13.04,8.6,3.87,0,15.9,1.72,2.72,3.72,0.57,0.14,13.47,0,0,0,0,0,6.59,0.14,7.31,6.3,0,0,3.87,0,1.15,0,0,0,0.57,0.29,0.14,2.15,2.29,0,0,0,0,0.29,0,626
-8.675,-11.845,GeoB1903-3,-3161,0.53,4.84,2.47,9.31,12.06,11.02,0,13.2,2.18,2.47,3.13,1.9,0.38,9.21,0,0,0,0,0,3.8,0.19,7.41,7.12,0,0,4.46,0,0.95,0,0,0,0.47,0.19,0,0.38,1.8,0,0,0,0,1.04,0,798
-8.675,-11.845,GeoB1903-3,-3161,0.58,4.25,3.26,6.98,8.84,13.03,0.12,16.29,0.87,2.27,2.97,4.3,0.12,7.62,0,0,0,0,0.35,4.3,0.12,8.67,5,0,0.12,2.68,0,1.16,0,0,0,0.17,0.12,0,3.49,2.91,0,0,0,0,0,0,1122
-17.1433,-13.9867,GeoB1905-3,-2974,0.38,9.31,0.63,0.3,8.98,1.01,0,32.56,2.39,1.07,3.16,0.33,0.24,13.97,0,0.75,0.09,0,0,2.27,0.06,5.19,1.28,0,3.1,3.22,1.97,0.6,0,0,0,0.24,0.24,0.12,5.25,0.95,0,0,0.72,0,0,0,827
-17.1433,-13.9867,GeoB1905-3,-2974,0.43,3.26,1.23,0.02,7.84,0.75,0,37.57,1,1.11,2.63,2.32,0.42,4.43,0,0.54,0,0,0,5.42,0,9.28,1.17,0.08,0.5,2.34,2.15,0.61,0,0,0,0.67,0.33,0.15,12.96,0.84,0,0,0.36,0,0,0,1061
-30.87,14.3433,GeoB2004-2,-2569,0.68,11.92,0.01,2.84,10.38,59.91,0,2.29,0.22,0.68,2.13,0.01,0,2.94,0.87,0.03,0,0,1.31,0,0,1.29,0,0,0.22,2.54,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,818
-30.87,14.3433,GeoB2004-2,-2569,0.73,13.96,0.06,0.64,12.14,60.83,0,3.01,0.64,1.44,1.48,0.18,0,1.39,0.51,0.06,0,0,0.46,0,0,0.12,0,0,0,2.41,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,680
-30.87,14.3433,GeoB2004-2,-2569,0.78,11.83,0.04,0.35,9.57,69.88,0.31,1.52,0.46,0.59,0.32,0.77,0,0.54,0.53,0,0,0,0.46,0,0,0.25,0.11,0,0,0.1,1.16,0,0,0,0,0,0.15,0,0.92,0.15,0,0,0,0,0,0,985
-31.9,-1.33,GeoB2016-1,-3385,0.18,33.1,0.29,0,14.29,20.34,0.69,8.13,1.06,0.64,1.64,0,1.83,3.89,3.01,0,0,0,0,0,0,0,0,0,0,0.11,9.03,0.01,0,0,0,0.11,0,0,1.14,0,0,0,0,0.46,0,0.23,688
-36.06,-8.7783,GeoB2019-1,-3825,0.33,34,0.42,0,18.49,29.95,2.89,1.49,0.09,0.24,0,0,0,2.19,1.36,0,0,0.37,3.55,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0.37,0,0,0,0,0.37,0,0,718
-36.8333,-14.4033,GeoB2021-5,-3575,0.13,26.89,0.49,0.1,20.38,27.72,6.14,0.49,0.2,0.77,0,0,0,5.05,0.36,0,0,0.1,6.34,0,0,0,0,0,0,0,4.78,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,693
-27.9117,-45.8817,GeoB2109-1,-2504,0.48,3.64,0.34,0.8,10.52,2.96,0.23,39.7,1.37,0.11,1.88,0,1.14,18.43,1.19,0,0,0.23,0,0,0,3.81,0.34,0,0.46,1.19,6.2,0.17,0,0,0,0.28,0,0.46,4.1,0,0,0,0,0.46,0,0,421
-27.9117,-45.8817,GeoB2109-1,-2504,0.53,6.59,0.26,0.13,9.82,2.58,0,41.54,0.45,0.26,1.68,0.06,0,15.25,1.81,0,0,0.52,0,0.13,0,3.04,0.26,0,0,2.45,6.78,0.39,0,0,0,0,0,0.32,5.68,0,0,0,0,0,0,0,361
-27.9117,-45.8817,GeoB2109-1,-2504,0.58,4.86,0,0.22,16.41,4.32,0,25.54,1.53,0.4,0.58,0,0.9,19.42,1.35,0,0,0,0,3.69,0.22,2.92,0.81,0,0,1.62,7.73,0.72,0,0,0,0,0,0.63,5.04,0.36,0,0,0,0.72,0,0,520
-27.9117,-45.8817,GeoB2109-1,-2504,0.63,3.92,0.23,0.15,10.62,3.16,0,38.34,0.9,0.15,0.64,0,0,14.76,1.02,0,0,0.15,0,3.43,0.15,1.66,0.34,0,0,2.18,7.08,0.49,0,0,0,0.15,0,0.38,9.79,0,0,0,0,0.3,0,0,600
-25.5117,-35.9983,GeoB2116-4,-4167,0.28,3.39,1.04,1.31,18.8,4.18,0,6.27,0,0.78,0,0,0,1.04,2.35,1.04,0,0,0,0,0,10.97,1.57,0.26,0,5.74,24.8,15.4,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,200
-23.0383,-36.6517,GeoB2117-1,-4045,0.23,8.22,0.32,0.16,7.49,0.81,0,63.26,0,0.73,0.64,0.08,0,1.29,0.16,0,0,0,0,0,0.16,4.63,1.65,0.12,0,2.58,1.37,2.7,0,0,0,0.97,0,0.08,2.58,0,0,0,0,0,0,0,464
-20.8233,-39.8633,GeoB2125-1,-1503,0.33,1.94,1,1.54,2.43,1.14,0,38.99,0.46,0.2,1.23,1.74,0.91,29.08,0.06,0,0.06,0,0,8.17,0.29,3.46,0.71,0,0.91,0.77,0.17,0.2,0,0,0,0.23,0,0.2,2.74,1.37,0,0,0,0,0,0,598
-20.8233,-39.8633,GeoB2125-1,-1503,0.38,1.43,0.31,1.48,4.36,0.72,0,41.34,0.02,0.36,0.2,0.56,1.07,28.83,0,0,0.16,0,0,7.21,0.81,2.19,0.67,0,0,1.25,0.2,0.38,0,0,0,0,0.72,0.34,2.51,2.86,0,0,0.02,0,0,0,678
-8.1983,-34.265,GeoB2202-4,-1156,0.78,0.23,0.43,0.26,0.12,0,0,55.76,1.16,0.2,2.02,0.69,0,14.27,0,0,0.17,0,0,10.48,0.09,5.6,1.33,0,0,1.82,0.58,0.49,0,0,0,0.52,0,0.95,0.98,1.85,0,0,0,0,0,0,808
-8.1983,-34.265,GeoB2202-4,-1156,0.83,0.13,0.13,0.88,0.13,0,0,51.64,0.76,0.63,2.39,0.63,0,13.35,0,0,1.01,0,0,8.44,0.13,5.79,3.4,0,0.25,2.77,0.13,1.01,0,0,0,0,0,2.9,0.63,2.9,0,0,0,0,0,0,794
-8.1983,-34.265,GeoB2202-4,-1156,0.88,0.67,0.94,0.15,0.61,0.03,0.12,51.06,0.97,0.33,0.58,1.03,0,17.32,0,0.12,1.12,0,0,7.9,0,6.33,1.15,0,0,1.27,0,0.36,0,0,0,0.33,0,1.3,4.36,1.82,0,0,0.12,0,0,0,793
-8.1983,-34.265,GeoB2202-4,-1156,0.93,0.73,0.62,0.18,0,0,0.15,52.15,0.59,0.35,1.61,1.36,0,18.13,0,0.29,0.11,0,0,7.82,0,5.16,0.81,0,0,0.75,0,0.55,0,0,0,0,0,1.6,4.7,2.35,0,0,0,0,0,0,695
-8.5283,-34.0217,GeoB2204-2,-2072,0.33,0.06,0.34,0.29,0.11,0.11,0,56.84,0,0.37,1.75,1.69,0.45,14.2,0,0,0,0,0,5.46,0.11,7.18,3.71,0,0.45,3.64,0,0.72,0,0,0.06,0.56,0,1,0,0.9,0,0,0,0,0,0,
-8.5283,-34.0217,GeoB2204-2,-2072,0.38,0,0.1,0.22,0,1.23,0,53.39,0.82,0.82,4.74,2.36,0.82,12.53,0,0,0.5,0,0,7.09,0,5.47,2.44,0,0.41,1.95,0,0.98,0,0,0,0.62,0,1.46,2.05,0,0,0,0,0,0,0,
0.0067,-23.495,GeoB2215-10,-3711,0.43,9.03,1.34,9.95,7.58,21.18,0.43,16.13,0,0.32,1.56,0,1.29,9.68,0,0,0,1.29,0.22,0.65,0.11,7.85,3.17,0,0,4.57,0.43,0.22,0,0,0,0.65,0,0,1.72,0,0,0,0,0.65,0,0,747
0.0067,-23.495,GeoB2215-10,-3711,0.48,3.58,2.39,18.94,11.6,23.21,0.17,6.66,0,0.17,0.51,0,0,5.8,0,0,0,2.05,0.34,0.51,0,7.34,3.58,0,0,11.26,0.68,0.85,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,441
-30.8483,-38.3433,GeoB2819-1,-3435,0.13,12.99,0.18,0.66,12.54,20.09,0.44,23.34,3.11,0.45,0.74,0.05,1.2,4.37,2.48,0,0,0.55,0,0.12,0.25,1.68,0,0,0.22,0.48,9.53,0.61,0,0,0.01,0.87,0,0,2.62,0,0,0,0,0.44,0,0,794
-3.6667,-37.7167,GeoB3104-1,-767,1.73,0,0,3.28,0.42,0.66,0,41.93,0,0.18,1.28,0.48,0,26.21,0,0,0,0,0,6.52,1.43,9.11,3.81,0,0.24,2.71,0,0.27,0,0,0,0,0,0.06,0.95,0.48,0,0,0,0,0,0,729
-3.6667,-37.7167,GeoB3104-1,-767,1.78,0,0.24,4.12,0.71,1.35,0,36.9,0.32,0.32,1.11,0,0,28.82,0,0,0,0,0,4.67,2.61,8.23,4.35,0,0.63,4.04,0,0.55,0,0,0,0,0,0.08,0.32,0.63,0,0,0,0,0,0,632
-3.6667,-37.7167,GeoB3104-1,-767,1.83,0,0.8,4.34,0.71,2.92,0,37.02,0,0.27,2.39,0.18,0,24.8,0,0,0,0,0,7.09,1.95,7.53,5.23,0,0,3.01,0,0,0,0,0,0,0,0,0.71,1.06,0,0,0,0,0,0,530
-3.6667,-37.7167,GeoB3104-1,-767,1.88,0,0.6,6.42,1.79,2.69,0,32.69,0,0.1,3.98,0.4,0,23.48,0.1,0,0,0,0,3.33,1.04,12.54,3.18,0,2.59,3.18,0,0,0,0,0.1,0,0,0.2,0.8,0.8,0,0,0,0,0,0,547
-3.6667,-37.7167,GeoB3104-1,-767,1.98,0,0.24,3.72,1.56,4.44,0,26.17,0,0.36,2.64,2.16,0,20.89,0,0,0,0,0,11.16,1.2,11.04,4.44,0,0.48,4.2,0,0.12,0,0,0,0,0,0.6,2.88,1.44,0,0,0.24,0,0,0,416
-4.295,-37.0917,GeoB3117-1,-800,2.98,0,0.06,2.13,0.67,1.76,0,35.89,0.97,0.24,0.67,1.09,0,25.55,0,0,0,0,0,7.36,2.55,7.42,4.38,0,0,4.01,0,0.12,0,0,0,0,0,0.24,0.97,3.89,0,0,0,0,0,0,619
-4.295,-37.0917,GeoB3117-1,-800,3.03,0,0.11,3.99,1.85,3.26,0,34.14,0.22,0.06,0.79,0.67,0,23.13,0,0,0,0,0,5.67,4.32,7.69,5.5,0,0,3.99,0,0.11,0,0,0,0,0,0,1.35,3.14,0,0,0,0,0,0,477
-4.295,-37.0917,GeoB3117-1,-800,3.13,0,0,3.34,0.7,2.46,0,34.53,0.23,0.29,1.47,1.17,0,22.04,0,0,0,0,0,4.51,1.7,7.5,5.51,0,0,4.22,0,0.12,0,0,0,0,0,0.12,4.45,5.63,0,0,0,0,0,0,468
-4.295,-37.0917,GeoB3117-1,-800,3.23,0,0.77,4.84,0.39,1.74,0,38.3,0,0.29,2.32,1.16,0,25.15,0,0,0,0,0,3.48,2.71,7.83,4.64,0,0.39,3.38,0.1,0.1,0,0,0,0,0,0.1,0.77,1.55,0,0,0,0,0,0,430
-4.295,-37.0917,GeoB3117-1,-800,3.33,0.98,0,3.91,0,0.98,0,37.85,0,0.12,1.59,0.24,0,21.98,0,0,0,0,0,3.79,4.4,11.97,5.01,0,0,3.91,0.49,0.12,0,0,0,0,0,0.24,0.98,1.47,0,0,0,0,0,0,362
-4.295,-37.0917,GeoB3117-1,-800,3.43,0,0.08,2.2,0.08,3.43,0,50.37,0,0.33,1.55,1.63,0,18.2,0,0,0,0,0,4.65,0.57,12.24,1.63,0,0.65,1.22,0,0.41,0,0,0,0,0,0.08,0.33,0.33,0,0,0,0,0,0,445
-4.295,-37.0917,GeoB3117-1,-800,3.53,0.34,0.09,4.31,0,1.89,0,48.49,0,0.34,1.46,0,0,15.33,0,0,0,0,0,6.8,1.29,12.92,3.53,0,0,0.78,0,0.26,0,0,0,0,0,0.09,0,2.07,0,0,0,0,0,0,530
-7.0533,-34.4633,GeoB3175-1,-900,1.68,2.27,0.34,0.79,1.05,1.54,0,60.92,0.16,0.28,1.6,0,0,7.13,0,0,0,0,0,5.61,0.32,8.95,1.19,0,0.32,3.4,0.93,0.14,0,0,0,0,0,0.45,1.94,0,0,0.65,0,0,0,0,500
-7.0533,-34.4633,GeoB3175-1,-900,1.73,3.38,0.93,0.44,0.34,0.68,0,61.34,0,1.5,0.66,0,0.68,7.78,0,0,0.02,0,0,4.67,0.19,7.42,1.27,0,1.35,3.68,0,0.23,0,0,0,0,0,0.55,2.71,0,0,0,0.17,0,0,0,414
-7.0533,-34.4633,GeoB3175-1,-900,1.78,5.53,0.6,1.05,1.1,0,0,60.23,0,0.6,0.83,0,0,5.4,0,0,0,0,0,5.93,0,8.2,2.5,0,0,3.35,0.35,0.05,0,0,0,0,0,0.48,3.2,0,0,0,0.63,0,0,0,398
-7.0533,-34.4633,GeoB3175-1,-900,1.83,0.99,0.05,0.52,0.49,1.42,0,61.59,0.37,0.49,0.74,0,0,7.64,0,0,0.02,0,0,6.27,0.08,8.77,0.89,0,0.99,4.61,0.06,0.22,0,0,0,0.06,0,0.26,1.97,0,0,0,1.51,0,0,0,524
-7.0117,-34.4417,GeoB3176-1,-1385,3.43,0.91,0.76,0.53,2.28,0,0.3,58.54,0.61,0.42,1.52,0,0,13.67,0,0,0.3,0,0,3.3,0.3,6.87,1.67,0,0.61,2.13,0.46,0.15,0,0,0,0,0,1.59,2.13,0.61,0,0,0.34,0,0,0,430
-7.0117,-34.4417,GeoB3176-1,-1385,3.48,2.25,0.03,0.48,0.61,0.11,0.43,56.64,1.28,0.56,0.99,0.11,0.43,15.61,0,0,0,0,0,4.2,0.29,5.05,0.86,0,0.64,2.73,0.32,0.61,0,0,0,0,0,2.35,2.99,0.43,0,0,0,0,0,0,551
-7.0117,-34.4417,GeoB3176-1,-1385,3.53,3.88,0.36,0.55,0.55,0.49,0,59.93,0.24,0.7,1.4,0.61,0,8.61,0,0.03,0.03,0.12,0,2.46,0.61,6.49,1.73,0,0,2.73,0.97,0.55,0,0,0,0,0,2,4.85,0,0,0,0.12,0,0,0,556
-7.0117,-34.4417,GeoB3176-1,-1385,3.58,1.27,0.2,0.57,0.32,0.14,0,69.13,0,0.23,1.33,0.14,0,12.48,0,0,0,0.05,0,5,0.05,4.32,0.5,0,0,1.61,0.14,0.11,0,0,0.02,0,0,0.79,0.9,0.72,0,0,0,0,0,0,514
-35.125,17.5433,GeoB3603-2,-2840,0.33,16.3,0,0,12.35,60.99,1.24,1.73,0,0.99,0.49,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438
-35.125,17.5433,GeoB3603-2,-2840,0.38,16.53,0,1.65,13.5,58.13,0.55,0.28,0,0.83,0.83,0,0.28,4.96,0,0,0,0,0.55,0,0,0.83,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401
-25.25,12.0217,GeoB3722-2,-3506,0.83,4.08,0,0,7.69,84.82,1.93,0,0,0.13,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715
-25.25,12.0217,GeoB3722-2,-3506,0.88,8.29,0,0.03,8.82,79.16,0.99,0.06,0,0.7,0.16,0.47,0,0.16,0.36,0,0,0.19,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,1070
-25.25,12.0217,GeoB3722-2,-3506,0.93,2.44,0,0,6.09,89.88,0.23,0.05,0,0.32,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056
-25.25,12.0217,GeoB3722-2,-3506,0.98,5.29,0,0,5.13,86.41,1.1,0.05,0,0.12,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876
-29.5117,-8.305,GeoB3801-6,-4546,0.18,18.22,0.67,0.15,18.59,12.84,0,14.71,0,0.78,1.49,0,6.42,4.18,3.88,0,0,0,0.6,0,0.3,2.39,0.07,0,0,1.68,5.94,1.01,0,0,0,0.37,0,0.34,4.18,0,0,0,0,0.6,0,0.6,485
-30.8117,-14.7117,GeoB3808-6,-3213,0.18,25.17,0.82,0.13,16.16,9.79,0.75,18.52,1.57,0.66,3.17,0,0.75,6.15,2.64,0,0,0,0,0.06,0,0.38,0.03,0,0,1.1,6.75,0.41,0,0,0,0.19,0,0.16,2.89,0,0,0,0,1.51,0,0.25,732
-32.2683,-21.9667,GeoB3813-3,-4331,0.13,15.24,0.89,0.45,17.56,30.62,0.59,13.9,0.07,0.2,0.45,0,2.08,3.86,2.99,0,0,0.22,0,0,0,0.45,0.09,0,0,0.28,8.31,0.69,0,0,0,0.15,0,0.02,0.89,0,0,0,0,0,0,0,580
-23.825,-16.2583,GeoB5112-5,-3841,0.16,7.58,0.05,0,10.97,1.27,0,29.15,1.48,0.95,2.28,0.48,1.8,10.92,0.42,0.05,0,0,0,2.33,0,7.1,0.58,0.64,0,3.29,2.81,0.9,0,0,0,0.11,0,3.18,11.23,0.42,0,0,0,0,0,0,638
-24.1433,-14.0433,GeoB5115-2,-3291,0.14,7.38,0.07,0,8.12,0.34,0.34,34.52,1.41,1.31,4.96,1.07,1.34,12.68,0.3,0,0.1,0,0,1.21,0,4.36,0.2,0.07,0,4.16,2.82,0.6,0,0,0,1.51,0,1.41,9.73,0,0,0,0,0,0,0,804
-24.1433,-14.0433,GeoB5115-2,-3291,0.15,6.7,0.27,0,7.03,1.33,0,33.6,2.26,1.79,5.51,1.53,1.06,11.01,0.6,0,0.07,0.33,0.27,1.06,0,4.81,0.23,0,0,3.85,2.72,0.17,0,0,0.07,1,0,1.43,11.28,0,0,0,0.07,0,0,0,716
-24.1433,-14.0433,GeoB5115-2,-3291,0.16,8.19,0.16,0,8.48,1.51,0,31.19,2.27,1.32,3.15,1.83,1.64,15.37,0.16,0,0.25,0,0,2.36,0,4.28,0.47,0,0,2.43,2.9,0.79,0,0,0,0.25,0,3.02,7.69,0,0,0,0.28,0,0,0,575
-24.1433,-14.0433,GeoB5115-2,-3291,0.17,4.99,0.32,0,9.08,1.4,0.47,32.73,1.05,1.43,4.91,0.82,0.93,14.01,0.67,0,0.15,0,0,1.14,0,5.37,0.41,0,0,3.12,2.1,0.38,0,0,0,1.78,0,2.74,8.53,0.93,0,0,0.53,0,0,0,657
-24.1833,-12.0217,GeoB5121-2,-3486,0.16,7.41,0.84,0,9.57,0.62,0.44,24.25,2.29,1.41,3.53,0.18,3.97,12.87,0.57,0,0.18,1.06,0,0.97,0,4.98,0.31,0,0,3.62,3,1.1,0,0,0,0.97,0,1.32,13.14,0.35,0,0,0,0,0,0.71,646
-19.0867,-10.1917,GeoB5133-3,-3660,0.18,10.78,1.39,0.05,11.39,3.01,0.09,24.38,3.76,1.18,2.21,0,9.6,9.98,0.02,0,0,0.66,0,0.87,0,5.93,1.08,0.12,0,3.39,0.66,0.24,0,0,0,0.42,0,0.38,6.68,0.75,0,0,0.24,0.38,0,0.38,800
-19.0517,-16.6133,GeoB5140-3,-3660,0.1,7.06,0.33,0.08,6.2,2.13,2.53,22.81,0.81,0.68,1.09,0,4.56,12.3,0,0,0.05,0,0,1.42,0,5.77,1.11,0.15,0.81,2.23,1.75,0.33,0,0,0.05,0.2,0.41,0.33,21.06,2.43,0,0,0.1,0,0,1.22,655
-19.0517,-16.6133,GeoB5140-3,-3660,0.11,6.1,1.3,0.26,5.77,0.91,0.52,22.63,1.36,1.23,1.43,0.84,3.31,12.97,0,0,0,0.39,0,1.56,0.19,7.78,2.66,0.26,0.26,1.43,2.01,0.78,0,0.06,0.06,0.06,0.52,0.45,20.82,1.04,0,0,0.19,0.84,0,0,780
-19.0517,-16.6133,GeoB5140-3,-3660,0.12,7.76,1.32,0.18,5.2,2.93,1.17,28.58,1.02,0.37,1.61,0.88,4.54,9.22,0,0.07,0.04,0.44,0.29,0.4,0.15,6.7,1.02,0,0,2.27,1.72,0.48,0,0,0.04,0,0.88,0.18,17.71,1.46,0,0,0.22,1.17,0,0,570
